TStamp Australia/Sydney	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]
1487835881000	-37.821988	145.152613	114.400000	5.300000
1487835882000	-37.822037	145.152603	114.800000	5.300000
1487835883000	-37.822080	145.152587	115.600000	5.300000
1487835884000	-37.822127	145.152573	115.700000	5.300000
1487835885000	-37.822177	145.152565	115.800000	5.300000
1487835886000	-37.822228	145.152553	116.200000	5.300000
1487835887000	-37.822275	145.152540	116.400000	5.300000
1487835888000	-37.822322	145.152525	116.500000	5.300000
1487835889000	-37.822370	145.152512	116.500000	5.300000
1487835890000	-37.822418	145.152498	116.600000	5.300000
1487835891000	-37.822462	145.152485	116.500000	5.300000
1487835892000	-37.822508	145.152473	116.500000	5.300000
1487835893000	-37.822558	145.152463	116.600000	5.300000
1487835894000	-37.822607	145.152455	116.300000	5.300000
1487835895000	-37.822650	145.152440	116.100000	5.300000
1487835896000	-37.822697	145.152423	116.200000	5.300000
1487835897000	-37.822748	145.152413	116.000000	5.300000
1487835898000	-37.822800	145.152403	115.900000	5.300000
1487835899000	-37.822855	145.152395	116.200000	5.300000
1487835900000	-37.822903	145.152383	116.700000	5.300000
1487835901000	-37.822950	145.152368	117.100000	5.300000
1487835902000	-37.822993	145.152348	116.700000	5.300000
1487835903000	-37.823032	145.152315	116.300000	5.300000
1487835904000	-37.823053	145.152260	116.000000	5.300000
1487835905000	-37.823062	145.152197	115.900000	5.300000
1487835906000	-37.823050	145.152120	117.400000	5.300000
1487835907000	-37.823040	145.152047	118.500000	5.300000
1487835908000	-37.823037	145.151983	119.500000	5.300000
1487835909000	-37.823038	145.151927	118.600000	5.300000
1487835910000	-37.823032	145.151858	118.800000	5.300000
1487835911000	-37.823027	145.151787	118.800000	5.300000
1487835912000	-37.823025	145.151712	119.000000	5.300000
1487835913000	-37.823022	145.151637	118.700000	5.300000
1487835914000	-37.823013	145.151565	119.700000	5.300000
1487835915000	-37.823007	145.151490	119.300000	5.300000
1487835916000	-37.823005	145.151423	119.200000	5.300000
1487835917000	-37.822998	145.151357	119.700000	5.300000
1487835918000	-37.822993	145.151287	119.900000	5.300000
1487835919000	-37.822985	145.151218	120.000000	5.300000
1487835920000	-37.822977	145.151150	119.700000	5.300000
1487835921000	-37.822968	145.151080	120.000000	5.300000
1487835922000	-37.822958	145.151008	120.500000	5.300000
1487835923000	-37.822952	145.150933	120.000000	5.300000
1487835924000	-37.822942	145.150858	119.500000	5.300000
1487835925000	-37.822935	145.150783	118.800000	5.300000
1487835926000	-37.822932	145.150712	118.500000	5.300000
1487835927000	-37.822928	145.150640	118.000000	5.300000
1487835928000	-37.822915	145.150570	118.400000	5.300000
1487835929000	-37.822903	145.150502	118.200000	5.300000
1487835930000	-37.822893	145.150433	117.800000	5.300000
1487835931000	-37.822887	145.150368	118.000000	5.300000
1487835932000	-37.822882	145.150297	117.600000	5.300000
1487835933000	-37.822867	145.150235	118.700000	5.300000
1487835934000	-37.822853	145.150167	118.600000	5.300000
1487835935000	-37.822842	145.150098	118.300000	5.300000
1487835936000	-37.822837	145.150023	117.400000	5.300000
1487835937000	-37.822832	145.149948	116.500000	5.300000
1487835938000	-37.822828	145.149875	115.600000	5.300000
1487835939000	-37.822825	145.149817	115.000000	5.300000
1487835940000	-37.822825	145.149787	114.700000	5.300000
1487835941000	-37.822827	145.149767	114.600000	5.300000
1487835942000	-37.822837	145.149737	114.300000	5.300000
1487835943000	-37.822860	145.149705	114.100000	5.300000
1487835944000	-37.822895	145.149680	113.600000	5.300000
1487835945000	-37.822937	145.149665	113.300000	5.300000
1487835946000	-37.822978	145.149658	113.100000	5.300000
1487835947000	-37.823025	145.149652	112.900000	5.300000
1487835948000	-37.823070	145.149638	113.000000	5.300000
1487835949000	-37.823117	145.149623	112.800000	5.300000
1487835950000	-37.823167	145.149610	113.000000	5.300000
1487835951000	-37.823222	145.149598	112.700000	5.300000
1487835952000	-37.823273	145.149588	112.400000	5.300000
1487835953000	-37.823327	145.149580	111.800000	5.300000
1487835954000	-37.823382	145.149570	111.500000	5.300000
1487835955000	-37.823437	145.149562	110.800000	5.300000
1487835956000	-37.823492	145.149552	110.400000	5.300000
1487835957000	-37.823542	145.149542	110.400000	5.300000
1487835958000	-37.823592	145.149530	110.100000	5.300000
1487835959000	-37.823647	145.149517	109.400000	5.300000
1487835960000	-37.823708	145.149503	108.800000	5.300000
1487835961000	-37.823772	145.149492	108.000000	5.300000
1487835962000	-37.823840	145.149475	107.300000	5.300000
1487835963000	-37.823910	145.149455	106.500000	5.300000
1487835964000	-37.823983	145.149435	106.000000	5.300000
1487835965000	-37.824065	145.149417	105.200000	5.300000
1487835966000	-37.824150	145.149400	104.600000	5.300000
1487835967000	-37.824237	145.149383	103.900000	5.300000
1487835968000	-37.824327	145.149365	103.300000	5.300000
1487835969000	-37.824422	145.149355	102.800000	5.300000
1487835970000	-37.824517	145.149343	102.400000	5.300000
1487835971000	-37.824613	145.149330	102.400000	5.300000
1487835972000	-37.824732	145.149322	102.800000	5.600000
1487835973000	-37.824838	145.149310	103.000000	5.500000
1487835974000	-37.824943	145.149297	103.600000	5.600000
1487835975000	-37.825052	145.149275	103.500000	5.500000
1487835976000	-37.825157	145.149247	103.400000	5.500000
1487835977000	-37.825243	145.149230	101.500000	5.500000
1487835978000	-37.825365	145.149242	101.600000	5.600000
1487835979000	-37.825467	145.149238	100.900000	5.500000
1487835980000	-37.825583	145.149233	99.900000	5.500000
1487835981000	-37.825692	145.149213	99.000000	5.500000
1487835982000	-37.825805	145.149185	98.100000	5.500000
1487835983000	-37.825918	145.149177	98.200000	5.500000
1487835984000	-37.825982	145.149163	95.600000	5.500000
1487835985000	-37.826062	145.149145	92.600000	5.500000
1487835986000	-37.826172	145.149142	92.300000	5.600000
1487835987000	-37.826288	145.149133	91.500000	5.600000
1487835988000	-37.826383	145.149130	90.500000	5.600000
1487835989000	-37.826472	145.149118	89.700000	5.500000
1487835990000	-37.826575	145.149108	89.400000	5.500000
1487835991000	-37.826665	145.149107	90.400000	5.500000
1487835992000	-37.826752	145.149095	91.500000	5.400000
1487835993000	-37.826827	145.149082	91.000000	5.400000
1487835994000	-37.826897	145.149072	90.100000	5.400000
1487835995000	-37.826968	145.149062	89.600000	5.400000
1487835996000	-37.827042	145.149057	89.000000	5.400000
1487835997000	-37.827105	145.149043	89.300000	5.400000
1487835998000	-37.827170	145.149033	89.300000	5.400000
1487835999000	-37.827237	145.149028	89.000000	5.400000
1487836000000	-37.827307	145.149020	89.300000	5.400000
1487836001000	-37.827375	145.149007	89.500000	5.400000
1487836002000	-37.827435	145.148977	90.000000	5.400000
1487836003000	-37.827468	145.148927	90.000000	5.400000
1487836004000	-37.827473	145.148848	91.500000	5.300000
1487836005000	-37.827472	145.148773	92.200000	5.400000
1487836006000	-37.827467	145.148697	93.500000	5.400000
1487836007000	-37.827462	145.148622	93.900000	5.300000
1487836008000	-37.827460	145.148547	94.200000	5.300000
1487836009000	-37.827455	145.148473	94.600000	5.300000
1487836010000	-37.827450	145.148397	93.800000	5.300000
1487836011000	-37.827442	145.148323	93.400000	5.300000
1487836012000	-37.827432	145.148248	93.300000	5.300000
1487836013000	-37.827420	145.148170	93.100000	5.300000
1487836014000	-37.827408	145.148092	92.900000	5.300000
1487836015000	-37.827397	145.148010	92.700000	5.300000
1487836016000	-37.827397	145.147925	92.200000	5.300000
1487836017000	-37.827422	145.147847	91.800000	5.300000
1487836018000	-37.827473	145.147795	92.200000	5.300000
1487836019000	-37.827535	145.147770	92.600000	5.300000
1487836020000	-37.827602	145.147758	93.000000	5.300000
1487836021000	-37.827677	145.147743	93.400000	5.300000
1487836022000	-37.827743	145.147725	94.100000	5.300000
1487836023000	-37.827812	145.147707	94.500000	5.300000
1487836024000	-37.827882	145.147692	95.000000	5.400000
1487836025000	-37.827947	145.147680	95.300000	5.400000
1487836026000	-37.828010	145.147672	95.700000	5.400000
1487836027000	-37.828067	145.147665	95.800000	5.400000
1487836028000	-37.828123	145.147658	95.900000	5.400000
1487836029000	-37.828173	145.147648	95.900000	5.400000
1487836030000	-37.828223	145.147638	95.800000	5.400000
1487836031000	-37.828268	145.147627	95.500000	5.400000
1487836032000	-37.828310	145.147617	95.200000	5.300000
1487836033000	-37.828352	145.147608	94.500000	5.400000
1487836034000	-37.828378	145.147587	94.500000	5.400000
1487836035000	-37.828392	145.147542	95.400000	5.300000
1487836036000	-37.828398	145.147483	96.000000	5.300000
1487836037000	-37.828402	145.147422	96.100000	5.300000
1487836038000	-37.828398	145.147358	96.600000	5.300000
1487836039000	-37.828388	145.147290	96.700000	5.300000
1487836040000	-37.828382	145.147218	96.900000	5.300000
1487836041000	-37.828372	145.147140	96.700000	5.300000
1487836042000	-37.828363	145.147058	96.800000	5.300000
1487836043000	-37.828357	145.146973	97.100000	5.300000
1487836044000	-37.828348	145.146890	97.400000	5.300000
1487836045000	-37.828338	145.146808	97.500000	5.300000
1487836046000	-37.828325	145.146728	97.900000	5.300000
1487836047000	-37.828312	145.146650	98.200000	5.300000
1487836048000	-37.828295	145.146577	98.200000	5.300000
1487836049000	-37.828277	145.146505	98.200000	5.300000
1487836050000	-37.828265	145.146423	98.100000	5.300000
1487836051000	-37.828265	145.146335	99.000000	5.300000
1487836052000	-37.828270	145.146252	99.100000	5.300000
1487836053000	-37.828268	145.146175	98.800000	5.300000
1487836054000	-37.828260	145.146097	98.800000	5.300000
1487836055000	-37.828250	145.146018	99.000000	5.300000
1487836056000	-37.828240	145.145938	98.700000	5.300000
1487836057000	-37.828228	145.145865	98.500000	5.300000
1487836058000	-37.828220	145.145795	98.600000	5.300000
1487836059000	-37.828215	145.145722	98.700000	5.300000
1487836060000	-37.828223	145.145645	99.000000	5.300000
1487836061000	-37.828255	145.145582	98.700000	5.300000
1487836062000	-37.828297	145.145545	98.400000	5.300000
1487836063000	-37.828342	145.145522	98.100000	5.300000
1487836064000	-37.828388	145.145510	97.900000	5.300000
1487836065000	-37.828432	145.145503	97.800000	5.300000
1487836066000	-37.828473	145.145493	97.600000	5.300000
1487836067000	-37.828510	145.145482	97.400000	5.300000
1487836068000	-37.828547	145.145472	95.700000	5.300000
1487836069000	-37.828572	145.145438	95.400000	5.300000
1487836070000	-37.828577	145.145383	95.900000	5.300000
1487836071000	-37.828565	145.145320	96.600000	5.300000
1487836072000	-37.828558	145.145257	96.900000	5.300000
1487836073000	-37.828553	145.145187	96.900000	5.300000
1487836074000	-37.828548	145.145118	96.800000	5.300000
1487836075000	-37.828543	145.145052	96.900000	5.300000
1487836076000	-37.828533	145.144977	96.700000	5.300000
1487836077000	-37.828523	145.144900	96.300000	5.300000
1487836078000	-37.828515	145.144823	95.800000	5.300000
1487836079000	-37.828512	145.144743	94.800000	5.300000
1487836080000	-37.828508	145.144658	94.200000	5.300000
1487836081000	-37.828505	145.144573	94.300000	5.300000
1487836082000	-37.828498	145.144490	94.600000	5.400000
1487836083000	-37.828493	145.144407	94.800000	5.400000
1487836084000	-37.828485	145.144330	95.300000	5.400000
1487836085000	-37.828468	145.144268	97.100000	5.400000
1487836086000	-37.828443	145.144213	98.700000	5.400000
1487836087000	-37.828420	145.144165	100.500000	5.400000
1487836088000	-37.828408	145.144098	101.300000	5.300000
1487836089000	-37.828405	145.144032	102.100000	5.400000
1487836090000	-37.828402	145.143955	102.700000	5.400000
1487836091000	-37.828390	145.143880	102.600000	5.300000
1487836092000	-37.828383	145.143797	102.300000	5.300000
1487836093000	-37.828378	145.143713	101.700000	5.300000
1487836094000	-37.828373	145.143630	101.500000	5.300000
1487836095000	-37.828368	145.143548	101.100000	5.300000
1487836096000	-37.828360	145.143463	100.700000	5.300000
1487836097000	-37.828352	145.143382	100.200000	5.300000
1487836098000	-37.828345	145.143300	99.900000	5.300000
1487836099000	-37.828337	145.143220	99.800000	5.300000
1487836100000	-37.828328	145.143142	99.800000	5.300000
1487836101000	-37.828318	145.143062	99.900000	5.300000
1487836102000	-37.828308	145.142980	100.000000	5.300000
1487836103000	-37.828302	145.142898	100.000000	5.300000
1487836104000	-37.828293	145.142813	100.000000	5.300000
1487836105000	-37.828283	145.142725	99.400000	5.300000
1487836106000	-37.828277	145.142638	99.300000	5.300000
1487836107000	-37.828273	145.142553	99.400000	5.300000
1487836108000	-37.828280	145.142465	99.300000	5.300000
1487836109000	-37.828302	145.142367	98.800000	5.300000
1487836110000	-37.828333	145.142277	98.200000	5.300000
1487836111000	-37.828357	145.142185	97.200000	5.300000
1487836112000	-37.828357	145.142088	96.800000	5.300000
1487836113000	-37.828353	145.141995	96.200000	5.300000
1487836114000	-37.828347	145.141907	95.900000	5.300000
1487836115000	-37.828338	145.141823	95.900000	5.300000
1487836116000	-37.828330	145.141745	95.800000	5.300000
1487836117000	-37.828318	145.141663	95.700000	5.300000
1487836118000	-37.828307	145.141583	96.000000	5.300000
1487836119000	-37.828298	145.141508	96.000000	5.300000
1487836120000	-37.828288	145.141440	96.300000	5.300000
1487836121000	-37.828273	145.141378	96.600000	5.300000
1487836122000	-37.828257	145.141310	96.300000	5.300000
1487836123000	-37.828247	145.141237	96.500000	5.300000
1487836124000	-37.828242	145.141162	95.900000	5.300000
1487836125000	-37.828235	145.141092	95.900000	5.300000
1487836126000	-37.828227	145.141018	95.900000	5.300000
1487836127000	-37.828218	145.140945	96.000000	5.300000
1487836128000	-37.828210	145.140875	96.200000	5.300000
1487836129000	-37.828205	145.140798	95.900000	5.300000
1487836130000	-37.828200	145.140722	95.500000	5.300000
1487836131000	-37.828193	145.140648	95.300000	5.300000
1487836132000	-37.828187	145.140577	94.700000	5.300000
1487836133000	-37.828180	145.140510	94.200000	5.300000
1487836134000	-37.828175	145.140443	94.100000	5.300000
1487836135000	-37.828175	145.140378	93.900000	5.300000
1487836136000	-37.828182	145.140337	95.600000	5.300000
1487836137000	-37.828210	145.140303	96.400000	5.300000
1487836138000	-37.828248	145.140285	96.600000	5.300000
1487836139000	-37.828292	145.140273	96.500000	5.300000
1487836140000	-37.828332	145.140263	96.500000	5.300000
1487836141000	-37.828373	145.140253	96.700000	5.300000
1487836142000	-37.828412	145.140243	96.800000	5.300000
1487836143000	-37.828458	145.140242	96.900000	5.300000
1487836144000	-37.828503	145.140228	96.800000	5.300000
1487836145000	-37.828550	145.140213	96.900000	5.300000
1487836146000	-37.828602	145.140205	96.900000	5.400000
1487836147000	-37.828653	145.140193	96.800000	5.400000
1487836148000	-37.828703	145.140183	97.000000	5.400000
1487836149000	-37.828752	145.140173	96.000000	5.400000
1487836150000	-37.828800	145.140165	95.700000	5.400000
1487836151000	-37.828853	145.140160	95.800000	5.400000
1487836152000	-37.828903	145.140150	95.600000	5.400000
1487836153000	-37.828958	145.140142	94.500000	5.300000
1487836154000	-37.829015	145.140128	94.200000	5.300000
1487836155000	-37.829068	145.140118	94.000000	5.300000
1487836156000	-37.829122	145.140108	93.400000	5.300000
1487836157000	-37.829173	145.140095	93.500000	5.300000
1487836158000	-37.829225	145.140078	93.500000	5.300000
1487836159000	-37.829273	145.140063	94.300000	5.300000
1487836160000	-37.829322	145.140052	94.400000	5.300000
1487836161000	-37.829372	145.140040	94.600000	5.300000
1487836162000	-37.829422	145.140030	94.800000	5.300000
1487836163000	-37.829468	145.140022	94.800000	5.300000
1487836164000	-37.829522	145.140015	94.800000	5.300000
1487836165000	-37.829577	145.140007	94.600000	5.300000
1487836166000	-37.829632	145.140007	94.300000	5.300000
1487836167000	-37.829687	145.140003	94.900000	5.300000
1487836168000	-37.829742	145.139993	95.300000	5.300000
1487836169000	-37.829795	145.139985	94.900000	5.300000
1487836170000	-37.829847	145.139977	93.900000	5.300000
1487836171000	-37.829897	145.139965	94.100000	5.300000
1487836172000	-37.829950	145.139957	93.900000	5.300000
1487836173000	-37.830000	145.139947	93.300000	5.300000
1487836174000	-37.830050	145.139940	93.100000	5.300000
1487836175000	-37.830107	145.139938	92.600000	5.300000
1487836176000	-37.830163	145.139928	93.000000	5.300000
1487836177000	-37.830213	145.139918	93.100000	5.300000
1487836178000	-37.830258	145.139913	93.400000	5.300000
1487836179000	-37.830305	145.139905	93.400000	5.300000
1487836180000	-37.830350	145.139888	93.200000	5.400000
1487836181000	-37.830393	145.139868	93.000000	5.400000
1487836182000	-37.830435	145.139853	92.900000	5.400000
1487836183000	-37.830473	145.139842	92.600000	5.400000
1487836184000	-37.830507	145.139828	92.600000	5.400000
1487836185000	-37.830542	145.139822	92.700000	5.400000
1487836186000	-37.830568	145.139812	92.700000	5.400000
1487836187000	-37.830588	145.139803	92.900000	5.400000
1487836188000	-37.830603	145.139788	94.100000	5.400000
1487836189000	-37.830627	145.139785	94.200000	5.400000
1487836190000	-37.830643	145.139778	94.700000	5.300000
1487836191000	-37.830658	145.139772	94.600000	5.300000
1487836192000	-37.830677	145.139767	95.200000	5.300000
1487836193000	-37.830697	145.139760	95.500000	5.300000
1487836194000	-37.830725	145.139745	96.000000	5.300000
1487836195000	-37.830747	145.139725	96.100000	5.300000
1487836196000	-37.830763	145.139702	96.300000	5.300000
1487836197000	-37.830772	145.139678	96.500000	5.300000
1487836198000	-37.830772	145.139665	96.600000	5.300000
1487836199000	-37.830773	145.139665	96.600000	5.300000
1487836200000	-37.830775	145.139667	96.500000	5.300000
1487836201000	-37.830775	145.139667	96.500000	5.300000
1487836202000	-37.830775	145.139667	96.500000	5.300000
1487836203000	-37.830775	145.139667	96.500000	5.200000
1487836204000	-37.830775	145.139667	96.500000	5.200000
1487836205000	-37.830775	145.139667	96.500000	5.200000
1487836206000	-37.830775	145.139667	96.500000	5.200000
1487836207000	-37.830775	145.139667	96.500000	5.200000
1487836208000	-37.830775	145.139667	96.500000	5.200000
1487836209000	-37.830775	145.139667	96.500000	5.200000
1487836210000	-37.830775	145.139667	96.500000	5.200000
1487836211000	-37.830775	145.139667	96.500000	5.200000
1487836212000	-37.830775	145.139667	96.500000	5.200000
1487836213000	-37.830775	145.139667	96.500000	5.200000
1487836214000	-37.830775	145.139667	96.500000	5.200000
1487836215000	-37.830775	145.139667	96.500000	5.300000
1487836216000	-37.830828	145.139652	95.500000	5.300000
1487836217000	-37.830838	145.139640	95.400000	5.300000
1487836218000	-37.830845	145.139620	95.300000	5.300000
1487836219000	-37.830848	145.139597	95.300000	5.300000
1487836220000	-37.830850	145.139565	95.400000	5.400000
1487836221000	-37.830847	145.139527	95.700000	5.400000
1487836222000	-37.830852	145.139468	96.300000	5.300000
1487836223000	-37.830847	145.139410	96.300000	5.300000
1487836224000	-37.830842	145.139343	96.300000	5.300000
1487836225000	-37.830837	145.139278	96.000000	5.300000
1487836226000	-37.830832	145.139207	95.700000	5.300000
1487836227000	-37.830823	145.139133	95.400000	5.300000
1487836228000	-37.830815	145.139053	94.800000	5.300000
1487836229000	-37.830807	145.138972	94.300000	5.300000
1487836230000	-37.830798	145.138895	93.900000	5.300000
1487836231000	-37.830790	145.138825	93.100000	5.300000
1487836232000	-37.830782	145.138753	92.200000	5.300000
1487836233000	-37.830775	145.138680	91.100000	5.300000
1487836234000	-37.830770	145.138607	90.500000	5.300000
1487836235000	-37.830767	145.138528	89.900000	5.300000
1487836236000	-37.830760	145.138448	89.400000	5.300000
1487836237000	-37.830752	145.138365	88.800000	5.300000
1487836238000	-37.830743	145.138278	88.300000	5.300000
1487836239000	-37.830735	145.138188	87.700000	5.300000
1487836240000	-37.830725	145.138098	87.300000	5.300000
1487836241000	-37.830710	145.138003	87.300000	5.300000
1487836242000	-37.830698	145.137908	86.700000	5.300000
1487836243000	-37.830685	145.137810	86.600000	5.300000
1487836244000	-37.830677	145.137708	86.500000	5.300000
1487836245000	-37.830663	145.137605	86.500000	5.300000
1487836246000	-37.830648	145.137493	85.700000	5.300000
1487836247000	-37.830635	145.137362	84.700000	5.500000
1487836248000	-37.830618	145.137243	84.100000	5.400000
1487836249000	-37.830602	145.137127	83.800000	5.500000
1487836250000	-37.830587	145.137015	84.100000	5.500000
1487836251000	-37.830568	145.136895	84.200000	5.400000
1487836252000	-37.830560	145.136788	84.000000	5.500000
1487836253000	-37.830543	145.136670	83.700000	5.500000
1487836254000	-37.830532	145.136553	83.300000	5.400000
1487836255000	-37.830522	145.136443	83.300000	5.400000
1487836256000	-37.830507	145.136327	83.000000	5.400000
1487836257000	-37.830507	145.136230	82.900000	5.400000
1487836258000	-37.830515	145.136158	82.900000	5.300000
1487836259000	-37.830535	145.136108	82.800000	5.300000
1487836260000	-37.830548	145.136057	83.100000	5.300000
1487836261000	-37.830547	145.136010	83.500000	5.300000
1487836262000	-37.830523	145.135972	83.900000	5.300000
1487836263000	-37.830485	145.135920	84.800000	5.300000
1487836264000	-37.830460	145.135862	85.000000	5.300000
1487836265000	-37.830443	145.135788	84.800000	5.300000
1487836266000	-37.830433	145.135708	84.700000	5.300000
1487836267000	-37.830427	145.135623	84.900000	5.300000
1487836268000	-37.830418	145.135535	85.300000	5.300000
1487836269000	-37.830408	145.135445	85.200000	5.300000
1487836270000	-37.830397	145.135357	84.900000	5.300000
1487836271000	-37.830387	145.135277	85.400000	5.300000
1487836272000	-37.830375	145.135192	84.900000	5.300000
1487836273000	-37.830368	145.135108	84.000000	5.300000
1487836274000	-37.830380	145.135032	83.100000	5.300000
1487836275000	-37.830402	145.134983	83.600000	5.300000
1487836276000	-37.830437	145.134953	83.800000	5.300000
1487836277000	-37.830483	145.134917	83.500000	5.300000
1487836278000	-37.830533	145.134877	83.400000	5.300000
1487836279000	-37.830587	145.134838	83.700000	5.400000
1487836280000	-37.830653	145.134802	83.900000	5.400000
1487836281000	-37.830723	145.134765	83.800000	5.400000
1487836282000	-37.830800	145.134732	84.200000	5.400000
1487836283000	-37.830873	145.134700	83.800000	5.400000
1487836284000	-37.830945	145.134662	83.200000	5.400000
1487836285000	-37.831010	145.134622	82.800000	5.400000
1487836286000	-37.831075	145.134580	82.700000	5.400000
1487836287000	-37.831137	145.134540	82.300000	5.400000
1487836288000	-37.831197	145.134497	82.300000	5.400000
1487836289000	-37.831260	145.134450	82.400000	5.400000
1487836290000	-37.831322	145.134408	82.300000	5.400000
1487836291000	-37.831372	145.134367	82.500000	5.400000
1487836292000	-37.831418	145.134327	82.600000	5.400000
1487836293000	-37.831467	145.134292	83.000000	5.400000
1487836294000	-37.831517	145.134257	83.200000	5.400000
1487836295000	-37.831568	145.134220	83.500000	5.400000
1487836296000	-37.831618	145.134182	84.100000	5.400000
1487836297000	-37.831673	145.134143	84.700000	5.400000
1487836298000	-37.831725	145.134110	85.200000	5.400000
1487836299000	-37.831780	145.134078	85.600000	5.400000
1487836300000	-37.831830	145.134040	87.200000	5.400000
1487836301000	-37.831877	145.134002	88.200000	5.400000
1487836302000	-37.831922	145.133960	89.100000	5.400000
1487836303000	-37.831967	145.133920	90.200000	5.400000
1487836304000	-37.832022	145.133873	91.100000	5.400000
1487836305000	-37.832067	145.133823	91.900000	5.400000
1487836306000	-37.832117	145.133773	92.900000	5.400000
1487836307000	-37.832172	145.133722	93.200000	5.400000
1487836308000	-37.832223	145.133678	94.200000	5.400000
1487836309000	-37.832287	145.133633	93.800000	5.400000
1487836310000	-37.832355	145.133593	93.300000	5.400000
1487836311000	-37.832420	145.133550	92.600000	5.400000
1487836312000	-37.832480	145.133505	92.600000	5.400000
1487836313000	-37.832537	145.133450	92.500000	5.400000
1487836314000	-37.832582	145.133388	91.800000	5.400000
1487836315000	-37.832635	145.133328	91.600000	5.400000
1487836316000	-37.832692	145.133263	90.400000	5.400000
1487836317000	-37.832747	145.133195	89.600000	5.400000
1487836318000	-37.832790	145.133133	89.800000	5.400000
1487836319000	-37.832842	145.133067	89.700000	5.400000
1487836320000	-37.832878	145.133000	89.700000	5.400000
1487836321000	-37.832915	145.132942	90.100000	5.400000
1487836322000	-37.832942	145.132885	90.500000	5.400000
1487836323000	-37.832955	145.132828	91.000000	5.400000
1487836324000	-37.832975	145.132770	91.400000	5.400000
1487836325000	-37.832985	145.132690	92.500000	5.400000
1487836326000	-37.832988	145.132607	93.700000	5.400000
1487836327000	-37.832997	145.132522	93.300000	5.400000
1487836328000	-37.832998	145.132445	93.000000	5.400000
1487836329000	-37.833002	145.132367	92.400000	5.400000
1487836330000	-37.832995	145.132285	92.300000	5.400000
1487836331000	-37.832988	145.132190	91.500000	5.400000
1487836332000	-37.832990	145.132093	90.700000	5.400000
1487836333000	-37.832987	145.132007	90.400000	5.400000
1487836334000	-37.832980	145.131920	89.000000	5.400000
1487836335000	-37.832975	145.131828	87.900000	5.400000
1487836336000	-37.832967	145.131735	87.100000	5.400000
1487836337000	-37.832962	145.131645	85.700000	5.400000
1487836338000	-37.832957	145.131557	84.400000	5.400000
1487836339000	-37.832947	145.131477	84.100000	5.400000
1487836340000	-37.832943	145.131397	83.700000	5.300000
1487836341000	-37.832945	145.131322	84.400000	5.300000
1487836342000	-37.832967	145.131247	84.100000	5.300000
1487836343000	-37.832995	145.131192	85.400000	5.300000
1487836344000	-37.833038	145.131138	85.700000	5.300000
1487836345000	-37.833088	145.131100	86.400000	5.300000
1487836346000	-37.833145	145.131063	87.000000	5.300000
1487836347000	-37.833202	145.131035	87.400000	5.300000
1487836348000	-37.833255	145.131010	88.100000	5.300000
1487836349000	-37.833312	145.130977	88.400000	5.300000
1487836350000	-37.833365	145.130933	88.400000	5.400000
1487836351000	-37.833418	145.130890	88.500000	5.400000
1487836352000	-37.833460	145.130840	88.900000	5.400000
1487836353000	-37.833495	145.130782	89.100000	5.400000
1487836354000	-37.833532	145.130712	89.100000	5.400000
1487836355000	-37.833572	145.130640	89.200000	5.400000
1487836356000	-37.833612	145.130573	89.800000	5.400000
1487836357000	-37.833657	145.130513	90.000000	5.400000
1487836358000	-37.833700	145.130463	90.500000	5.400000
1487836359000	-37.833745	145.130415	90.700000	5.400000
1487836360000	-37.833797	145.130375	90.700000	5.400000
1487836361000	-37.833847	145.130347	90.400000	5.400000
1487836362000	-37.833903	145.130333	90.000000	5.400000
1487836363000	-37.833962	145.130328	89.200000	5.400000
1487836364000	-37.834030	145.130315	88.000000	5.400000
1487836365000	-37.834095	145.130303	87.400000	5.400000
1487836366000	-37.834157	145.130292	87.200000	5.400000
1487836367000	-37.834215	145.130278	87.000000	5.400000
1487836368000	-37.834287	145.130272	86.600000	5.400000
1487836369000	-37.834353	145.130273	86.000000	5.400000
1487836370000	-37.834408	145.130285	86.000000	5.400000
1487836371000	-37.834477	145.130298	85.600000	5.400000
1487836372000	-37.834555	145.130298	85.300000	5.400000
1487836373000	-37.834630	145.130293	85.100000	5.400000
1487836374000	-37.834712	145.130280	85.000000	5.400000
1487836375000	-37.834780	145.130262	84.800000	5.400000
1487836376000	-37.834838	145.130232	84.500000	5.400000
1487836377000	-37.834895	145.130203	84.300000	5.400000
1487836378000	-37.834955	145.130177	84.200000	5.400000
1487836379000	-37.835010	145.130158	83.900000	5.400000
1487836380000	-37.835067	145.130152	83.800000	5.400000
1487836381000	-37.835120	145.130142	83.500000	5.400000
1487836382000	-37.835177	145.130132	83.100000	5.400000
1487836383000	-37.835237	145.130117	83.000000	5.400000
1487836384000	-37.835297	145.130107	82.400000	5.400000
1487836385000	-37.835360	145.130097	82.100000	5.400000
1487836386000	-37.835420	145.130088	81.000000	5.400000
1487836387000	-37.835482	145.130077	80.500000	5.400000
1487836388000	-37.835545	145.130063	80.700000	5.400000
1487836389000	-37.835602	145.130048	80.700000	5.400000
1487836390000	-37.835653	145.130028	80.700000	5.400000
1487836391000	-37.835707	145.130010	80.600000	5.400000
1487836392000	-37.835762	145.129993	80.500000	5.400000
1487836393000	-37.835820	145.129975	80.600000	5.400000
1487836394000	-37.835878	145.129958	80.600000	5.400000
1487836395000	-37.835943	145.129947	80.200000	5.400000
1487836396000	-37.836002	145.129917	79.900000	5.400000
