TStamp Australia/Sydney	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]
1487835365000	-37.814310	145.160713	120.900000	5.500000
1487835366000	-37.814310	145.160713	120.900000	5.500000
1487835367000	-37.814310	145.160713	120.900000	5.500000
1487835368000	-37.814310	145.160713	120.900000	5.500000
1487835369000	-37.814310	145.160713	120.900000	5.400000
1487835370000	-37.814310	145.160713	120.900000	5.400000
1487835371000	-37.814310	145.160713	120.900000	5.400000
1487835372000	-37.814310	145.160713	120.900000	5.200000
1487835373000	-37.814310	145.160713	120.900000	5.300000
1487835374000	-37.814300	145.160667	118.200000	5.300000
1487835375000	-37.814305	145.160672	118.300000	5.300000
1487835376000	-37.814312	145.160678	118.300000	5.300000
1487835377000	-37.814317	145.160683	118.400000	5.400000
1487835378000	-37.814320	145.160687	118.400000	5.400000
1487835379000	-37.814322	145.160692	118.500000	5.400000
1487835380000	-37.814325	145.160697	118.600000	5.500000
1487835381000	-37.814323	145.160705	118.600000	5.500000
1487835382000	-37.814325	145.160712	118.600000	5.500000
1487835383000	-37.814330	145.160720	118.700000	5.500000
1487835384000	-37.814333	145.160727	118.800000	5.500000
1487835385000	-37.814337	145.160733	118.800000	5.500000
1487835386000	-37.814338	145.160743	118.800000	5.600000
1487835387000	-37.814325	145.160740	118.900000	5.500000
1487835388000	-37.814318	145.160735	119.000000	5.600000
1487835389000	-37.814313	145.160728	119.000000	5.600000
1487835390000	-37.814315	145.160732	119.000000	5.600000
1487835391000	-37.814322	145.160738	119.000000	5.600000
1487835392000	-37.814315	145.160742	119.000000	5.600000
1487835393000	-37.814310	145.160743	119.100000	5.600000
1487835394000	-37.814317	145.160733	119.100000	5.600000
1487835395000	-37.814317	145.160733	119.100000	5.600000
1487835396000	-37.814317	145.160733	119.100000	5.600000
1487835397000	-37.814317	145.160733	119.100000	5.200000
1487835398000	-37.814317	145.160733	119.100000	5.300000
1487835399000	-37.814327	145.160730	119.300000	5.300000
1487835400000	-37.814333	145.160733	119.300000	5.400000
1487835401000	-37.814337	145.160735	119.400000	5.400000
1487835402000	-37.814347	145.160740	119.500000	5.400000
1487835403000	-37.814345	145.160742	119.500000	5.400000
1487835404000	-37.814340	145.160740	119.600000	5.500000
1487835405000	-37.814338	145.160740	119.600000	5.500000
1487835406000	-37.814337	145.160747	119.500000	5.500000
1487835407000	-37.814335	145.160748	119.500000	5.500000
1487835408000	-37.814333	145.160755	119.500000	5.500000
1487835409000	-37.814328	145.160755	119.500000	5.500000
1487835410000	-37.814323	145.160755	119.500000	5.600000
1487835411000	-37.814323	145.160755	119.500000	5.600000
1487835412000	-37.814323	145.160755	119.500000	5.600000
1487835413000	-37.814323	145.160755	119.500000	5.200000
1487835414000	-37.814323	145.160755	119.500000	5.300000
1487835415000	-37.814323	145.160755	119.500000	5.300000
1487835416000	-37.814323	145.160755	119.500000	5.400000
1487835417000	-37.814323	145.160755	119.500000	5.400000
1487835418000	-37.814302	145.160728	119.500000	5.400000
1487835419000	-37.814297	145.160723	119.500000	5.400000
1487835420000	-37.814295	145.160725	119.500000	5.500000
1487835421000	-37.814290	145.160730	119.500000	5.500000
1487835422000	-37.814298	145.160735	119.500000	5.500000
1487835423000	-37.814298	145.160735	119.500000	5.500000
1487835424000	-37.814298	145.160735	119.500000	5.500000
1487835425000	-37.814298	145.160735	119.500000	5.500000
1487835426000	-37.814298	145.160735	119.500000	5.500000
1487835427000	-37.814282	145.160775	119.600000	5.500000
1487835428000	-37.814283	145.160775	119.600000	5.500000
1487835429000	-37.814288	145.160775	119.600000	5.500000
1487835430000	-37.814293	145.160777	119.500000	5.500000
1487835431000	-37.814278	145.160757	119.500000	5.500000
1487835432000	-37.814278	145.160757	119.500000	5.500000
1487835433000	-37.814277	145.160735	119.500000	5.500000
1487835434000	-37.814277	145.160725	119.600000	5.500000
1487835435000	-37.814280	145.160720	119.600000	5.400000
1487835436000	-37.814282	145.160713	119.600000	5.400000
1487835437000	-37.814283	145.160708	119.600000	5.400000
1487835438000	-37.814283	145.160705	119.700000	5.400000
1487835439000	-37.814285	145.160705	119.700000	5.400000
1487835440000	-37.814283	145.160705	119.700000	5.400000
1487835441000	-37.814283	145.160705	119.700000	5.200000
1487835442000	-37.814283	145.160705	119.700000	5.200000
1487835443000	-37.814283	145.160705	119.700000	5.200000
1487835444000	-37.814283	145.160705	119.700000	5.300000
1487835445000	-37.814283	145.160705	119.700000	5.300000
1487835446000	-37.814283	145.160705	119.700000	5.300000
1487835447000	-37.814283	145.160705	119.700000	5.300000
1487835448000	-37.814283	145.160705	119.700000	5.300000
1487835449000	-37.814283	145.160705	119.700000	5.300000
1487835450000	-37.814283	145.160705	119.700000	5.300000
1487835451000	-37.814283	145.160705	119.700000	5.300000
1487835452000	-37.814283	145.160705	119.700000	5.400000
1487835453000	-37.814283	145.160705	119.700000	5.400000
1487835454000	-37.814283	145.160705	119.700000	5.400000
1487835455000	-37.814283	145.160705	119.700000	5.400000
1487835456000	-37.814283	145.160705	119.700000	5.400000
1487835457000	-37.814283	145.160705	119.700000	5.400000
1487835458000	-37.814283	145.160705	119.700000	5.400000
1487835459000	-37.814283	145.160705	119.700000	5.200000
1487835460000	-37.814283	145.160705	119.700000	5.200000
1487835461000	-37.814283	145.160705	119.700000	5.200000
1487835462000	-37.814283	145.160705	119.700000	5.300000
1487835463000	-37.814283	145.160705	119.700000	5.300000
1487835464000	-37.814273	145.160695	120.200000	5.300000
1487835465000	-37.814273	145.160692	120.300000	5.300000
1487835466000	-37.814272	145.160693	120.300000	5.300000
1487835467000	-37.814268	145.160690	120.300000	5.400000
1487835468000	-37.814268	145.160690	120.300000	5.400000
1487835469000	-37.814268	145.160690	120.300000	5.400000
1487835470000	-37.814268	145.160690	120.300000	5.400000
1487835471000	-37.814268	145.160690	120.300000	5.400000
1487835472000	-37.814268	145.160690	120.300000	5.400000
1487835473000	-37.814300	145.160760	120.400000	5.500000
1487835474000	-37.814307	145.160772	120.500000	5.500000
1487835475000	-37.814318	145.160780	120.500000	5.500000
1487835476000	-37.814313	145.160775	120.500000	5.500000
1487835477000	-37.814308	145.160768	120.400000	5.500000
1487835478000	-37.814303	145.160750	120.300000	5.500000
1487835479000	-37.814293	145.160730	120.300000	5.500000
1487835480000	-37.814295	145.160722	120.200000	5.500000
1487835481000	-37.814290	145.160720	120.200000	5.500000
1487835482000	-37.814292	145.160713	120.200000	5.500000
1487835483000	-37.814292	145.160698	120.000000	5.400000
1487835484000	-37.814295	145.160690	120.200000	5.400000
1487835485000	-37.814297	145.160678	120.300000	5.500000
1487835486000	-37.814293	145.160665	120.400000	5.500000
1487835487000	-37.814292	145.160655	120.500000	5.500000
1487835488000	-37.814292	145.160652	120.500000	5.600000
1487835489000	-37.814288	145.160645	120.500000	5.600000
1487835490000	-37.814280	145.160622	120.600000	5.700000
1487835491000	-37.814280	145.160600	120.600000	5.700000
1487835492000	-37.814252	145.160642	120.900000	5.700000
1487835493000	-37.814230	145.160652	121.200000	5.700000
1487835494000	-37.814240	145.160673	121.500000	5.700000
1487835495000	-37.814248	145.160697	121.800000	5.700000
1487835496000	-37.814253	145.160710	122.100000	5.600000
1487835497000	-37.814252	145.160720	122.300000	5.600000
1487835498000	-37.814258	145.160740	122.400000	5.600000
1487835499000	-37.814258	145.160747	122.500000	5.600000
1487835500000	-37.814240	145.160750	122.500000	5.600000
1487835501000	-37.814207	145.160735	122.800000	5.600000
1487835502000	-37.814180	145.160737	123.200000	5.500000
1487835503000	-37.814148	145.160735	123.400000	5.400000
1487835504000	-37.814107	145.160725	124.300000	5.400000
1487835505000	-37.814072	145.160730	124.400000	5.400000
1487835506000	-37.814035	145.160738	124.500000	5.400000
1487835507000	-37.813995	145.160753	124.200000	5.400000
1487835508000	-37.813972	145.160758	124.400000	5.400000
1487835509000	-37.813927	145.160753	125.500000	5.400000
1487835510000	-37.813897	145.160757	126.000000	5.400000
1487835511000	-37.813868	145.160752	126.300000	5.400000
1487835512000	-37.813840	145.160722	126.500000	5.400000
1487835513000	-37.813820	145.160673	126.200000	5.400000
1487835514000	-37.813802	145.160627	125.900000	5.400000
1487835515000	-37.813797	145.160572	126.200000	5.400000
1487835516000	-37.813792	145.160513	126.500000	5.400000
1487835517000	-37.813782	145.160448	126.600000	5.400000
1487835518000	-37.813770	145.160383	127.000000	5.400000
1487835519000	-37.813763	145.160313	126.700000	5.400000
1487835520000	-37.813755	145.160243	126.600000	5.300000
1487835521000	-37.813752	145.160168	126.600000	5.400000
1487835522000	-37.813750	145.160093	126.900000	5.400000
1487835523000	-37.813747	145.160020	127.600000	5.400000
1487835524000	-37.813740	145.159945	127.000000	5.300000
1487835525000	-37.813733	145.159872	126.800000	5.300000
1487835526000	-37.813728	145.159797	126.500000	5.300000
1487835527000	-37.813717	145.159728	126.400000	5.300000
1487835528000	-37.813712	145.159663	125.500000	5.300000
1487835529000	-37.813707	145.159602	124.800000	5.400000
1487835530000	-37.813712	145.159553	126.200000	5.400000
1487835531000	-37.813727	145.159527	128.600000	5.300000
1487835532000	-37.813755	145.159498	129.800000	5.400000
1487835533000	-37.813792	145.159478	129.100000	5.400000
1487835534000	-37.813827	145.159462	129.200000	5.400000
1487835535000	-37.813872	145.159437	130.400000	5.400000
1487835536000	-37.813922	145.159420	131.000000	5.400000
1487835537000	-37.813972	145.159398	131.800000	5.400000
1487835538000	-37.814022	145.159370	133.700000	5.400000
1487835539000	-37.814067	145.159345	133.400000	5.400000
1487835540000	-37.814125	145.159330	134.000000	5.400000
1487835541000	-37.814178	145.159322	132.300000	5.400000
1487835542000	-37.814237	145.159308	132.500000	5.400000
1487835543000	-37.814287	145.159293	132.800000	5.400000
1487835544000	-37.814330	145.159275	131.400000	5.400000
1487835545000	-37.814382	145.159260	131.300000	5.400000
1487835546000	-37.814428	145.159243	131.400000	5.400000
1487835547000	-37.814473	145.159228	131.500000	5.400000
1487835548000	-37.814518	145.159217	131.600000	5.400000
1487835549000	-37.814565	145.159198	131.800000	5.400000
1487835550000	-37.814612	145.159177	132.000000	5.400000
1487835551000	-37.814665	145.159160	132.000000	5.400000
1487835552000	-37.814715	145.159143	131.900000	5.400000
1487835553000	-37.814757	145.159127	132.000000	5.400000
1487835554000	-37.814798	145.159108	131.900000	5.400000
1487835555000	-37.814843	145.159082	131.900000	5.400000
1487835556000	-37.814883	145.159055	131.800000	5.400000
1487835557000	-37.814925	145.159030	131.300000	5.400000
1487835558000	-37.814970	145.159018	131.500000	5.400000
1487835559000	-37.815023	145.159010	130.900000	5.400000
1487835560000	-37.815075	145.159002	131.400000	5.400000
1487835561000	-37.815122	145.159003	131.500000	5.400000
1487835562000	-37.815172	145.158995	131.400000	5.400000
1487835563000	-37.815242	145.158985	131.800000	5.400000
1487835564000	-37.815295	145.158967	131.000000	5.400000
1487835565000	-37.815340	145.158950	130.600000	5.400000
1487835566000	-37.815382	145.158925	128.800000	5.400000
1487835567000	-37.815432	145.158910	128.000000	5.400000
1487835568000	-37.815493	145.158907	128.100000	5.400000
1487835569000	-37.815548	145.158902	127.800000	5.400000
1487835570000	-37.815608	145.158897	128.000000	5.400000
1487835571000	-37.815658	145.158890	127.800000	5.400000
1487835572000	-37.815703	145.158887	127.100000	5.400000
1487835573000	-37.815755	145.158883	127.300000	5.400000
1487835574000	-37.815803	145.158873	126.700000	5.400000
1487835575000	-37.815855	145.158870	126.200000	5.400000
1487835576000	-37.815898	145.158865	126.100000	5.400000
1487835577000	-37.815953	145.158865	125.800000	5.400000
1487835578000	-37.816002	145.158862	125.900000	5.400000
1487835579000	-37.816045	145.158857	126.000000	5.400000
1487835580000	-37.816085	145.158842	126.100000	5.400000
1487835581000	-37.816128	145.158830	126.700000	5.400000
1487835582000	-37.816165	145.158822	127.000000	5.400000
1487835583000	-37.816200	145.158808	127.100000	5.400000
1487835584000	-37.816232	145.158790	127.200000	5.400000
1487835585000	-37.816270	145.158785	127.400000	5.400000
1487835586000	-37.816312	145.158775	127.400000	5.400000
1487835587000	-37.816347	145.158770	127.900000	5.400000
1487835588000	-37.816385	145.158770	128.600000	5.400000
1487835589000	-37.816422	145.158760	128.400000	5.400000
1487835590000	-37.816465	145.158748	128.200000	5.400000
1487835591000	-37.816512	145.158738	128.100000	5.400000
1487835592000	-37.816557	145.158732	128.400000	5.400000
1487835593000	-37.816610	145.158722	128.300000	5.400000
1487835594000	-37.816665	145.158718	129.200000	5.400000
1487835595000	-37.816713	145.158713	129.800000	5.400000
1487835596000	-37.816760	145.158712	129.800000	5.400000
1487835597000	-37.816807	145.158710	129.500000	5.400000
1487835598000	-37.816853	145.158693	128.900000	5.400000
1487835599000	-37.816905	145.158680	128.700000	5.400000
1487835600000	-37.816952	145.158672	127.400000	5.400000
1487835601000	-37.816992	145.158662	127.000000	5.400000
1487835602000	-37.817032	145.158647	126.400000	5.400000
1487835603000	-37.817078	145.158633	125.800000	5.400000
1487835604000	-37.817123	145.158618	125.200000	5.400000
1487835605000	-37.817160	145.158603	125.300000	5.400000
1487835606000	-37.817203	145.158593	125.000000	5.400000
1487835607000	-37.817250	145.158582	124.200000	5.400000
1487835608000	-37.817300	145.158567	124.300000	5.400000
1487835609000	-37.817352	145.158553	124.600000	5.400000
1487835610000	-37.817393	145.158538	124.600000	5.400000
1487835611000	-37.817433	145.158520	124.700000	5.400000
1487835612000	-37.817482	145.158507	124.600000	5.400000
1487835613000	-37.817525	145.158485	124.600000	5.400000
1487835614000	-37.817570	145.158468	124.500000	5.400000
1487835615000	-37.817605	145.158440	124.800000	5.400000
1487835616000	-37.817627	145.158405	124.300000	5.400000
1487835617000	-37.817637	145.158358	123.700000	5.300000
1487835618000	-37.817645	145.158307	123.500000	5.300000
1487835619000	-37.817653	145.158252	123.000000	5.300000
1487835620000	-37.817660	145.158195	123.800000	5.300000
1487835621000	-37.817660	145.158137	124.000000	5.300000
1487835622000	-37.817672	145.158080	123.900000	5.300000
1487835623000	-37.817682	145.158023	123.200000	5.300000
1487835624000	-37.817680	145.157967	123.200000	5.300000
1487835625000	-37.817678	145.157908	122.000000	5.300000
1487835626000	-37.817682	145.157850	121.900000	5.400000
1487835627000	-37.817683	145.157798	121.900000	5.300000
1487835628000	-37.817690	145.157733	122.200000	5.300000
1487835629000	-37.817695	145.157667	122.500000	5.300000
1487835630000	-37.817697	145.157612	122.400000	5.300000
1487835631000	-37.817695	145.157565	122.600000	5.300000
1487835632000	-37.817693	145.157537	121.900000	5.300000
1487835633000	-37.817688	145.157525	121.800000	5.400000
1487835634000	-37.817687	145.157502	122.100000	5.400000
1487835635000	-37.817687	145.157477	122.400000	5.400000
1487835636000	-37.817687	145.157453	123.000000	5.400000
1487835637000	-37.817680	145.157450	124.500000	5.400000
1487835638000	-37.817672	145.157442	125.600000	5.400000
1487835639000	-37.817668	145.157422	126.700000	5.400000
1487835640000	-37.817663	145.157410	127.900000	5.400000
1487835641000	-37.817662	145.157388	128.500000	5.400000
1487835642000	-37.817653	145.157375	129.800000	5.400000
1487835643000	-37.817645	145.157370	131.200000	5.400000
1487835644000	-37.817652	145.157358	131.900000	5.400000
1487835645000	-37.817658	145.157362	132.600000	5.400000
1487835646000	-37.817667	145.157380	133.100000	5.400000
1487835647000	-37.817675	145.157405	133.700000	5.400000
1487835648000	-37.817685	145.157423	134.300000	5.400000
1487835649000	-37.817703	145.157418	133.900000	5.400000
1487835650000	-37.817715	145.157428	134.400000	5.400000
1487835651000	-37.817723	145.157447	135.000000	5.400000
1487835652000	-37.817730	145.157463	135.700000	5.400000
1487835653000	-37.817737	145.157475	136.700000	5.400000
1487835654000	-37.817740	145.157477	136.500000	5.300000
1487835655000	-37.817757	145.157472	136.900000	5.300000
1487835656000	-37.817772	145.157467	136.200000	5.300000
1487835657000	-37.817790	145.157462	135.900000	5.300000
1487835658000	-37.817807	145.157462	135.100000	5.300000
1487835659000	-37.817828	145.157460	134.500000	5.300000
1487835660000	-37.817850	145.157458	134.500000	5.300000
1487835661000	-37.817873	145.157453	134.400000	5.300000
1487835662000	-37.817900	145.157452	133.400000	5.300000
1487835663000	-37.817932	145.157450	133.300000	5.300000
1487835664000	-37.817962	145.157447	133.100000	5.300000
1487835665000	-37.817978	145.157438	132.600000	5.300000
1487835666000	-37.817978	145.157417	132.100000	5.300000
1487835667000	-37.817972	145.157378	131.800000	5.300000
1487835668000	-37.817963	145.157330	131.900000	5.300000
1487835669000	-37.817957	145.157282	131.500000	5.300000
1487835670000	-37.817958	145.157245	131.200000	5.300000
1487835671000	-37.817960	145.157228	132.300000	5.300000
1487835672000	-37.817963	145.157230	132.900000	5.300000
1487835673000	-37.817967	145.157252	133.300000	5.300000
1487835674000	-37.817978	145.157285	133.600000	5.300000
1487835675000	-37.817993	145.157330	134.100000	5.300000
1487835676000	-37.818010	145.157372	134.500000	5.300000
1487835677000	-37.818013	145.157395	134.700000	5.300000
1487835678000	-37.818003	145.157402	134.500000	5.300000
1487835679000	-37.817993	145.157393	134.500000	5.300000
1487835680000	-37.817995	145.157363	134.300000	5.300000
1487835681000	-37.817990	145.157323	133.900000	5.300000
1487835682000	-37.817985	145.157287	133.800000	5.300000
1487835683000	-37.817988	145.157263	133.500000	5.300000
1487835684000	-37.817997	145.157262	133.900000	5.300000
1487835685000	-37.818007	145.157270	133.900000	5.300000
1487835686000	-37.818015	145.157282	133.700000	5.400000
1487835687000	-37.818033	145.157295	133.600000	5.400000
1487835688000	-37.818060	145.157283	133.600000	5.400000
1487835689000	-37.818085	145.157278	133.300000	5.400000
1487835690000	-37.818107	145.157290	133.400000	5.400000
1487835691000	-37.818122	145.157317	133.800000	5.400000
1487835692000	-37.818123	145.157358	134.400000	5.400000
1487835693000	-37.818117	145.157400	134.900000	5.400000
1487835694000	-37.818110	145.157447	136.300000	5.400000
1487835695000	-37.818098	145.157495	137.000000	5.400000
1487835696000	-37.818098	145.157547	137.600000	5.400000
1487835697000	-37.818107	145.157592	138.000000	5.400000
1487835698000	-37.818140	145.157625	138.600000	5.400000
1487835699000	-37.818208	145.157637	141.200000	5.300000
1487835700000	-37.818260	145.157640	141.100000	5.400000
1487835701000	-37.818310	145.157637	141.200000	5.400000
1487835702000	-37.818358	145.157632	141.100000	5.400000
1487835703000	-37.818410	145.157627	140.700000	5.400000
1487835704000	-37.818467	145.157615	140.100000	5.400000
1487835705000	-37.818523	145.157603	139.600000	5.400000
1487835706000	-37.818572	145.157587	138.000000	5.400000
1487835707000	-37.818615	145.157572	135.200000	5.400000
1487835708000	-37.818667	145.157562	134.700000	5.400000
1487835709000	-37.818713	145.157547	133.900000	5.400000
1487835710000	-37.818768	145.157525	133.400000	5.400000
1487835711000	-37.818823	145.157515	132.500000	5.400000
1487835712000	-37.818877	145.157495	132.000000	5.400000
1487835713000	-37.818928	145.157478	131.500000	5.400000
1487835714000	-37.818990	145.157463	131.500000	5.400000
1487835715000	-37.819042	145.157448	131.400000	5.400000
1487835716000	-37.819102	145.157425	130.800000	5.400000
1487835717000	-37.819152	145.157403	131.000000	5.400000
1487835718000	-37.819203	145.157380	131.500000	5.400000
1487835719000	-37.819260	145.157352	130.800000	5.400000
1487835720000	-37.819323	145.157328	131.200000	5.400000
1487835721000	-37.819390	145.157320	131.300000	5.400000
1487835722000	-37.819452	145.157312	131.600000	5.400000
1487835723000	-37.819512	145.157302	132.400000	5.400000
1487835724000	-37.819572	145.157290	133.000000	5.400000
1487835725000	-37.819628	145.157288	132.000000	5.400000
1487835726000	-37.819680	145.157292	129.500000	5.400000
1487835727000	-37.819735	145.157287	128.000000	5.400000
1487835728000	-37.819787	145.157282	126.300000	5.400000
1487835729000	-37.819838	145.157272	125.200000	5.300000
1487835730000	-37.819883	145.157257	124.400000	5.300000
1487835731000	-37.819943	145.157255	123.300000	5.300000
1487835732000	-37.820000	145.157248	122.900000	5.300000
1487835733000	-37.820053	145.157238	123.100000	5.300000
1487835734000	-37.820107	145.157227	123.400000	5.300000
1487835735000	-37.820160	145.157220	122.200000	5.300000
1487835736000	-37.820212	145.157203	122.000000	5.300000
1487835737000	-37.820263	145.157192	121.400000	5.300000
1487835738000	-37.820322	145.157175	120.600000	5.300000
1487835739000	-37.820377	145.157180	121.500000	5.300000
1487835740000	-37.820435	145.157185	122.200000	5.300000
1487835741000	-37.820492	145.157180	123.300000	5.300000
1487835742000	-37.820532	145.157175	124.800000	5.300000
1487835743000	-37.820537	145.157215	128.000000	5.300000
1487835744000	-37.820548	145.157220	128.700000	5.300000
1487835745000	-37.820560	145.157207	130.200000	5.300000
1487835746000	-37.820575	145.157182	130.700000	5.300000
1487835747000	-37.820597	145.157152	131.500000	5.300000
1487835748000	-37.820630	145.157120	131.200000	5.300000
1487835749000	-37.820665	145.157113	131.500000	5.300000
1487835750000	-37.820695	145.157118	131.500000	5.300000
1487835751000	-37.820723	145.157117	132.300000	5.300000
1487835752000	-37.820743	145.157123	132.300000	5.300000
1487835753000	-37.820768	145.157145	132.800000	5.300000
1487835754000	-37.820792	145.157157	133.600000	5.300000
1487835755000	-37.820815	145.157165	134.000000	5.300000
1487835756000	-37.820843	145.157162	134.200000	5.300000
1487835757000	-37.820867	145.157143	134.800000	5.300000
1487835758000	-37.820883	145.157113	136.200000	5.300000
1487835759000	-37.820903	145.157082	137.600000	5.300000
1487835760000	-37.820930	145.157042	138.200000	5.300000
1487835761000	-37.820952	145.156992	137.700000	5.300000
1487835762000	-37.820972	145.156933	137.600000	5.300000
1487835763000	-37.820992	145.156877	137.800000	5.300000
1487835764000	-37.821017	145.156833	139.400000	5.300000
1487835765000	-37.821038	145.156782	140.100000	5.300000
1487835766000	-37.821070	145.156718	139.700000	5.300000
1487835767000	-37.821092	145.156655	140.400000	5.300000
1487835768000	-37.821092	145.156587	140.700000	5.300000
1487835769000	-37.821102	145.156538	140.400000	5.300000
1487835770000	-37.821103	145.156485	139.900000	5.300000
1487835771000	-37.821112	145.156428	137.900000	5.300000
1487835772000	-37.821107	145.156378	137.600000	5.300000
1487835773000	-37.821100	145.156338	135.900000	5.300000
1487835774000	-37.821083	145.156303	134.800000	5.300000
1487835775000	-37.821060	145.156262	135.000000	5.300000
1487835776000	-37.821043	145.156212	134.700000	5.300000
1487835777000	-37.821023	145.156152	133.700000	5.300000
1487835778000	-37.821007	145.156103	133.300000	5.300000
1487835779000	-37.820998	145.156063	132.500000	5.300000
1487835780000	-37.821003	145.156025	131.500000	5.300000
1487835781000	-37.821023	145.155990	130.700000	5.300000
1487835782000	-37.821045	145.155978	131.700000	5.300000
1487835783000	-37.821078	145.155972	131.200000	5.300000
1487835784000	-37.821128	145.155972	129.500000	5.300000
1487835785000	-37.821172	145.155960	127.700000	5.300000
1487835786000	-37.821213	145.155950	126.500000	5.300000
1487835787000	-37.821250	145.155942	126.000000	5.300000
1487835788000	-37.821288	145.155932	126.000000	5.300000
1487835789000	-37.821323	145.155928	124.800000	5.300000
1487835790000	-37.821357	145.155927	124.500000	5.300000
1487835791000	-37.821385	145.155925	124.100000	5.300000
1487835792000	-37.821412	145.155917	124.200000	5.300000
1487835793000	-37.821440	145.155907	124.000000	5.300000
1487835794000	-37.821468	145.155898	123.900000	5.300000
1487835795000	-37.821495	145.155892	124.300000	5.300000
1487835796000	-37.821520	145.155878	124.300000	5.300000
1487835797000	-37.821550	145.155858	124.200000	5.300000
1487835798000	-37.821582	145.155828	124.400000	5.300000
1487835799000	-37.821615	145.155800	123.900000	5.300000
1487835800000	-37.821650	145.155772	123.000000	5.300000
1487835801000	-37.821685	145.155740	122.500000	5.300000
1487835802000	-37.821717	145.155707	122.100000	5.300000
1487835803000	-37.821752	145.155675	121.800000	5.300000
1487835804000	-37.821787	145.155645	121.700000	5.300000
1487835805000	-37.821823	145.155613	121.400000	5.300000
1487835806000	-37.821857	145.155578	121.100000	5.300000
1487835807000	-37.821888	145.155540	120.900000	5.300000
1487835808000	-37.821917	145.155498	120.800000	5.300000
1487835809000	-37.821943	145.155453	120.700000	5.300000
1487835810000	-37.821968	145.155405	120.600000	5.300000
1487835811000	-37.821993	145.155355	120.400000	5.300000
1487835812000	-37.822018	145.155305	120.100000	5.300000
1487835813000	-37.822040	145.155252	120.000000	5.300000
1487835814000	-37.822058	145.155197	119.700000	5.300000
1487835815000	-37.822080	145.155138	119.100000	5.300000
1487835816000	-37.822100	145.155078	118.700000	5.300000
1487835817000	-37.822122	145.155022	118.600000	5.300000
1487835818000	-37.822140	145.154983	119.100000	5.300000
1487835819000	-37.822153	145.154965	119.200000	5.300000
1487835820000	-37.822160	145.154960	119.300000	5.300000
1487835821000	-37.822163	145.154957	119.200000	5.300000
1487835822000	-37.822163	145.154958	119.000000	5.300000
1487835823000	-37.822160	145.154955	119.200000	5.300000
1487835824000	-37.822167	145.154948	118.900000	5.300000
1487835825000	-37.822178	145.154932	118.600000	5.300000
1487835826000	-37.822187	145.154895	118.400000	5.300000
1487835827000	-37.822182	145.154845	118.500000	5.300000
1487835828000	-37.822167	145.154788	118.400000	5.300000
1487835829000	-37.822142	145.154730	118.500000	5.300000
1487835830000	-37.822112	145.154677	117.700000	5.300000
1487835831000	-37.822075	145.154623	117.900000	5.300000
1487835832000	-37.822040	145.154572	118.100000	5.300000
1487835833000	-37.822007	145.154513	118.600000	5.300000
1487835834000	-37.821968	145.154458	118.800000	5.300000
1487835835000	-37.821932	145.154407	119.000000	5.300000
1487835836000	-37.821893	145.154363	120.500000	5.300000
1487835837000	-37.821852	145.154322	122.600000	5.300000
1487835838000	-37.821808	145.154278	125.300000	5.300000
1487835839000	-37.821765	145.154222	124.300000	5.300000
1487835840000	-37.821722	145.154167	124.900000	5.300000
1487835841000	-37.821677	145.154108	125.000000	5.300000
1487835842000	-37.821633	145.154052	125.400000	5.300000
1487835843000	-37.821588	145.153995	126.000000	5.300000
1487835844000	-37.821545	145.153923	125.800000	5.300000
1487835845000	-37.821503	145.153850	125.700000	5.300000
1487835846000	-37.821457	145.153777	124.700000	5.300000
1487835847000	-37.821413	145.153710	124.200000	5.300000
1487835848000	-37.821375	145.153640	124.000000	5.300000
1487835849000	-37.821333	145.153575	124.000000	5.300000
1487835850000	-37.821293	145.153508	124.000000	5.300000
1487835851000	-37.821252	145.153437	123.200000	5.300000
1487835852000	-37.821210	145.153368	122.700000	5.300000
1487835853000	-37.821163	145.153298	121.500000	5.300000
1487835854000	-37.821123	145.153235	121.200000	5.300000
1487835855000	-37.821083	145.153172	120.600000	5.300000
1487835856000	-37.821047	145.153103	119.600000	5.300000
1487835857000	-37.821013	145.153035	118.800000	5.300000
1487835858000	-37.821000	145.152958	117.600000	5.300000
1487835859000	-37.821018	145.152895	116.700000	5.300000
1487835860000	-37.821055	145.152853	115.900000	5.300000
1487835861000	-37.821098	145.152835	115.400000	5.300000
1487835862000	-37.821147	145.152823	115.100000	5.300000
1487835863000	-37.821197	145.152813	115.100000	5.300000
1487835864000	-37.821248	145.152805	114.700000	5.300000
1487835865000	-37.821298	145.152793	114.500000	5.300000
1487835866000	-37.821348	145.152782	114.300000	5.300000
1487835867000	-37.821397	145.152770	114.300000	5.300000
1487835868000	-37.821443	145.152760	114.100000	5.300000
1487835869000	-37.821488	145.152753	113.600000	5.300000
1487835870000	-37.821533	145.152743	113.500000	5.300000
1487835871000	-37.821577	145.152733	113.300000	5.300000
1487835872000	-37.821618	145.152722	113.000000	5.300000
1487835873000	-37.821658	145.152712	113.000000	5.300000
1487835874000	-37.821693	145.152707	112.800000	5.300000
1487835875000	-37.821728	145.152695	112.900000	5.300000
1487835876000	-37.821768	145.152682	113.100000	5.300000
1487835877000	-37.821810	145.152667	113.500000	5.300000
1487835878000	-37.821857	145.152653	113.700000	5.300000
1487835879000	-37.821903	145.152640	113.300000	5.300000
1487835880000	-37.821947	145.152628	113.800000	5.300000
