TStamp Europe/Helsinki	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1515236523934	62,253413	25,670046	191,442674	6,000000	1,753455	255,904129
1515236524918	62,253412	25,670028	191,554581	6,000000	1,720899	255,313232
1515236525935	62,253408	25,670003	191,647764	6,000000	1,679654	253,501678
1515236526919	62,253402	25,669981	191,745427	6,000000	1,644819	254,735214
1515236527928	62,253402	25,669942	191,835119	6,000000	1,626386	258,372070
1515236528930	62,253399	25,669897	191,935181	6,000000	1,619592	258,351318
1515236529951	62,253397	25,669876	192,040428	6,000000	1,610830	266,374054
1515236530930	62,253393	25,669848	192,152577	6,000000	1,582239	275,807526
1515236531916	62,253391	25,669814	192,260993	6,000000	1,559321	275,321198
1515236532928	62,253392	25,669797	192,365309	6,000000	1,525606	272,406525
1515236533939	62,253394	25,669766	192,470795	6,000000	1,488789	259,096191
1515236534917	62,253389	25,669726	192,575720	6,000000	1,451454	259,330750
1515236535931	62,253382	25,669700	192,699052	6,000000	1,419743	259,084717
1515236536933	62,253380	25,669682	192,811630	6,000000	1,417156	263,735382
1515236537930	62,253376	25,669650	192,932579	6,000000	1,424031	266,367096
1515236538933	62,253374	25,669600	193,056416	6,000000	1,441929	263,827698
1515236539924	62,253369	25,669571	193,175966	6,000000	1,473505	266,309418
1515236540929	62,253370	25,669521	193,302764	6,000000	1,507519	267,407837
1515236541934	62,253367	25,669470	193,425684	6,000000	1,549691	269,709442
1515236542937	62,253368	25,669426	193,567469	6,000000	1,587341	273,950409
1515236543920	62,253371	25,669373	193,701200	6,000000	1,628809	277,958313
1515236544935	62,253370	25,669325	193,801003	6,000000	1,663897	279,958008
1515236545932	62,253371	25,669267	193,876858	6,000000	1,696472	272,654388
1515236546933	62,253368	25,669207	193,937395	6,000000	1,690251	267,366730
1515236547916	62,253364	25,669187	193,974528	6,000000	1,637332	265,648651
1515236548931	62,253364	25,669173	194,009817	6,000000	1,022451	265,648651
1515236549919	62,253365	25,669153	194,033418	6,000000	0,634699	265,648651
1515236550928	62,253364	25,669134	194,044306	6,000000	0,413503	265,648651
1515236551927	62,253364	25,669130	194,044548	6,000000	0,042157	265,648651
1515236552934	62,253364	25,669141	194,038044	6,000000	0,329732	265,648651
1515236553929	62,253363	25,669153	194,033466	6,000000	0,409147	273,229614
1515236554932	62,253365	25,669137	194,023481	6,000000	0,486732	295,235352
1515236555934	62,253371	25,669118	193,998873	6,000000	0,613741	319,125854
1515236556916	62,253385	25,669094	193,965663	6,000000	0,883944	322,139282
1515236557934	62,253401	25,669068	193,940792	6,000000	1,200399	317,217651
1515236558932	62,253418	25,669032	193,916415	6,000000	1,418607	316,621063
1515236559924	62,253433	25,669006	193,916268	6,000000	1,512536	317,552338
1515236560926	62,253448	25,668987	193,913325	6,000000	1,544643	321,979431
1515236561921	62,253459	25,668974	193,895177	6,000000	1,535230	321,293396
1515236562937	62,253476	25,668946	193,880033	6,000000	1,518618	320,905060
1515236563921	62,253480	25,668936	193,873199	6,000000	1,488189	322,651794
1515236564919	62,253494	25,668913	193,871594	6,000000	1,448666	323,520294
1515236565923	62,253502	25,668894	193,848320	6,000000	1,392368	328,647156
1515236566930	62,253513	25,668878	193,837645	6,000000	1,345635	331,869720
1515236567914	62,253525	25,668870	193,827549	6,000000	1,312870	335,503174
1515236568919	62,253534	25,668861	193,850042	8,000000	1,280383	328,856628
1515236569927	62,253552	25,668830	193,874986	8,000000	1,262567	308,665527
1515236570929	62,253559	25,668813	193,899522	8,000000	1,250650	310,295624
1515236571920	62,253573	25,668783	193,882818	8,000000	1,235271	316,381531
1515236572920	62,253585	25,668776	193,859256	8,000000	1,230140	339,116974
1515236573933	62,253591	25,668771	193,818683	8,000000	1,232756	329,574554
1515236574927	62,253606	25,668753	193,766713	8,000000	1,272377	326,937836
1515236575934	62,253609	25,668743	193,716862	8,000000	1,317292	326,905304
1515236576932	62,253634	25,668702	193,664773	8,000000	1,363696	339,953400
1515236577922	62,253657	25,668680	193,580449	8,000000	1,407359	337,957886
1515236578929	62,253686	25,668649	193,491000	8,000000	1,467339	327,173859
1515236579915	62,253704	25,668624	193,390815	8,000000	1,510104	327,574432
1515236580925	62,253730	25,668592	193,311832	8,000000	1,554110	328,451385
1515236581935	62,253752	25,668569	193,251440	8,000000	1,609390	328,662415
1515236582929	62,253773	25,668538	193,221596	8,000000	1,653165	325,689819
1515236583931	62,253795	25,668507	193,174010	8,000000	1,671955	316,032501
1515236584930	62,253809	25,668480	193,128934	8,000000	1,663475	313,535950
1515236585933	62,253822	25,668450	193,089529	8,000000	1,638644	323,158447
1515236586932	62,253829	25,668432	193,046152	8,000000	1,612869	334,105255
1515236587914	62,253845	25,668406	193,007708	8,000000	1,604894	324,074921
1515236588918	62,253868	25,668366	192,972451	8,000000	1,596678	315,937134
1515236589920	62,253879	25,668338	192,937896	8,000000	1,606948	311,755035
1515236590923	62,253899	25,668304	192,912297	8,000000	1,622540	311,805542
1515236591938	62,253910	25,668288	192,866250	8,000000	1,632116	317,930939
1515236592936	62,253924	25,668281	192,821373	8,000000	1,633421	319,695679
1515236593931	62,253934	25,668268	192,741708	8,000000	1,612865	320,560303
1515236594921	62,253946	25,668242	192,703232	8,000000	1,610168	324,127350
1515236595917	62,253964	25,668212	192,657489	8,000000	1,621948	322,644775
1515236596932	62,253982	25,668193	192,625314	8,000000	1,628314	320,612946
1515236597932	62,253994	25,668183	192,577257	8,000000	1,625479	318,522949
1515236598932	62,254000	25,668174	192,499151	8,000000	1,624853	327,562317
1515236599926	62,254016	25,668160	192,415139	8,000000	1,610886	328,426300
1515236600934	62,254031	25,668140	192,326899	8,000000	1,597071	330,783112
1515236601937	62,254039	25,668122	192,232828	8,000000	1,584305	328,527802
1515236602932	62,254050	25,668109	192,153440	8,000000	1,547819	332,370667
1515236603920	62,254061	25,668104	192,066608	8,000000	1,510879	335,584534
1515236604934	62,254071	25,668089	192,001947	8,000000	1,488489	323,310181
1515236605930	62,254088	25,668054	191,957170	8,000000	1,468987	323,216919
1515236606927	62,254104	25,668023	191,942981	8,000000	1,459431	320,488861
1515236607934	62,254119	25,668006	191,909096	8,000000	1,467667	326,945557
1515236608934	62,254136	25,667986	191,877150	8,000000	1,496256	328,217651
1515236609937	62,254158	25,667964	191,870210	8,000000	1,530447	328,799042
1515236610935	62,254170	25,667942	191,860307	8,000000	1,556718	330,007385
1515236611915	62,254187	25,667925	191,895520	8,000000	1,604838	337,915100
1515236612919	62,254211	25,667905	191,955289	8,000000	1,662325	338,792633
1515236613933	62,254244	25,667876	192,064402	8,000000	1,702426	337,590118
1515236614932	62,254259	25,667855	192,178221	8,000000	1,718117	324,663849
1515236615933	62,254273	25,667822	192,314499	8,000000	1,726990	329,257629
1515236616920	62,254294	25,667792	192,461030	8,000000	1,735476	337,019653
1515236617939	62,254310	25,667778	192,618419	8,000000	1,755217	335,849945
1515236618929	62,254324	25,667758	192,775706	8,000000	1,774436	335,875397
1515236619917	62,254331	25,667746	192,964721	8,000000	1,766686	336,226471
1515236620928	62,254351	25,667725	193,173854	8,000000	1,755619	336,464111
1515236621914	62,254365	25,667726	193,397719	8,000000	1,720507	336,895569
1515236622953	62,254370	25,667718	193,642304	8,000000	1,021259	336,895569
1515236623929	62,254368	25,667714	193,667029	8,000000	0,049304	336,895569
1515236624928	62,254377	25,667711	193,698442	8,000000	0,056749	336,895569
1515236625920	62,254376	25,667714	193,732829	8,000000	0,038026	336,895569
1515236626916	62,254377	25,667717	193,766878	8,000000	0,046065	336,895569
1515236627931	62,254371	25,667713	193,801217	8,000000	0,050101	336,895569
1515236628926	62,254361	25,667720	193,833067	8,000000	0,026725	336,895569
1515236629933	62,254357	25,667722	194,156522	8,000000	0,661424	336,895569
1515236630914	62,254358	25,667725	194,189278	8,000000	0,094399	336,895569
1515236631937	62,254360	25,667723	194,523295	8,000000	0,861062	148,626755
1515236632930	62,254350	25,667737	194,857577	8,000000	0,824129	126,286179
1515236633931	62,254347	25,667746	195,188139	8,000000	0,794756	130,007355
1515236634924	62,254343	25,667754	195,527018	8,000000	0,816086	136,580933
1515236635931	62,254314	25,667809	195,879436	8,000000	0,949930	144,916519
1515236636932	62,254318	25,667800	196,205155	8,000000	1,047143	144,889603
1515236637933	62,254303	25,667827	196,557667	8,000000	1,042946	142,821106
1515236638932	62,254289	25,667850	196,891035	8,000000	1,032353	142,109909
1515236639922	62,254283	25,667857	197,237899	8,000000	1,017187	141,003189
1515236640933	62,254270	25,667876	197,595606	8,000000	1,027215	141,789185
1515236641933	62,254253	25,667902	197,968102	8,000000	1,048338	141,184662
1515236642925	62,254235	25,667934	198,324967	8,000000	1,081344	140,684067
1515236643933	62,254217	25,667969	198,663283	8,000000	1,121038	139,910934
1515236644926	62,254204	25,667995	198,994154	8,000000	1,187055	139,932724
1515236645920	62,254181	25,668042	199,297418	8,000000	1,288535	141,048950
1515236646920	62,254166	25,668075	199,555952	8,000000	1,371862	140,785217
1515236647920	62,254156	25,668097	199,800913	8,000000	1,407826	140,522125
1515236648933	62,254123	25,668144	200,059390	8,000000	1,428123	141,149567
1515236649928	62,254101	25,668180	200,371781	8,000000	1,491083	138,398621
1515236650913	62,254090	25,668202	200,693830	8,000000	1,550293	137,119171
1515236651933	62,254080	25,668225	201,023589	8,000000	1,599982	140,501450
1515236652942	62,254065	25,668252	201,349966	6,000000	1,624626	139,185654
1515236653918	62,254048	25,668278	201,664838	6,000000	1,630547	137,855911
1515236654919	62,254030	25,668310	201,965790	6,000000	1,625814	141,741226
1515236655924	62,254030	25,668321	202,242097	6,000000	1,623703	141,054077
1515236656918	62,254016	25,668346	202,533485	6,000000	1,611813	140,651123
1515236657931	62,254003	25,668370	202,799975	6,000000	1,609644	140,072449
1515236658925	62,253973	25,668414	203,065400	6,000000	1,640183	145,608276
1515236659938	62,253947	25,668448	203,306552	6,000000	1,681901	156,877090
1515236660929	62,253922	25,668468	203,516918	6,000000	1,711416	158,886261
1515236661926	62,253893	25,668492	203,694868	6,000000	1,745767	159,652069
1515236662933	62,253872	25,668511	203,875674	6,000000	1,807184	158,341110
1515236663933	62,253849	25,668529	204,041609	6,000000	1,864847	148,066254
1515236664924	62,253832	25,668559	204,210058	6,000000	1,916878	146,057755
1515236665930	62,253810	25,668592	204,363839	6,000000	1,963394	145,679352
1515236666928	62,253784	25,668632	204,486935	6,000000	1,985383	143,763397
1515236667927	62,253769	25,668654	204,596544	6,000000	1,964560	141,913635
1515236668923	62,253767	25,668657	204,694952	8,000000	1,894431	144,187958
1515236669932	62,253765	25,668658	204,766638	8,000000	1,139040	144,187958
1515236670927	62,253760	25,668659	204,839425	8,000000	0,692341	144,187958
1515236671928	62,253758	25,668662	204,845952	8,000000	0,003903	144,187958
1515236672925	62,253757	25,668664	204,850641	8,000000	0,003325	144,187958
1515236673925	62,253755	25,668665	204,854707	8,000000	0,004878	144,187958
1515236674930	62,253754	25,668666	204,859381	8,000000	0,004412	144,187958
1515236675931	62,253741	25,668686	204,902956	8,000000	0,465153	144,187958
1515236676927	62,253735	25,668697	204,941597	8,000000	0,156682	144,187958
1515236677928	62,253725	25,668723	204,994555	8,000000	0,414731	142,343842
1515236678927	62,253733	25,668718	205,029967	8,000000	0,346057	142,343842
1515236679926	62,253728	25,668733	205,070834	8,000000	0,439540	132,046692
1515236680909	62,253708	25,668756	205,122752	8,000000	0,507553	150,718964
1515236681929	62,253695	25,668772	205,176175	8,000000	0,707814	164,424789
1515236682926	62,253678	25,668784	205,233432	8,000000	0,914149	159,196335
1515236683928	62,253659	25,668801	205,293969	8,000000	1,054671	166,576706
1515236684913	62,253647	25,668794	205,351059	8,000000	1,164405	171,587128
1515236685914	62,253628	25,668805	205,410737	8,000000	1,303940	164,251801
1515236686914	62,253608	25,668822	205,466917	8,000000	1,389272	161,449051
1515236687911	62,253587	25,668834	205,537128	8,000000	1,440949	158,557358
1515236688914	62,253568	25,668865	205,603386	8,000000	1,515391	158,821091
1515236689924	62,253533	25,668892	205,649991	8,000000	1,588647	159,914536
1515236690929	62,253518	25,668920	205,657346	8,000000	1,648469	158,670563
1515236691925	62,253489	25,668948	205,634664	8,000000	1,686168	157,238693
1515236692926	62,253465	25,668970	205,583735	8,000000	1,710337	156,149414
1515236693925	62,253445	25,668986	205,522620	8,000000	1,713948	156,451935
1515236694931	62,253435	25,669004	205,435018	8,000000	1,706061	155,116333
1515236695918	62,253426	25,669016	205,338903	8,000000	1,700727	152,733429
1515236696924	62,253412	25,669022	205,235092	8,000000	1,709469	149,136002
1515236697927	62,253393	25,669048	205,113025	8,000000	1,716011	146,958252
1515236698925	62,253384	25,669068	205,012926	8,000000	1,709114	143,579681
1515236699925	62,253372	25,669094	204,902195	8,000000	1,691539	138,530365
1515236700925	62,253366	25,669126	204,777680	8,000000	1,682464	129,549957
1515236701927	62,253355	25,669158	204,660647	8,000000	1,703926	117,265686
1515236702928	62,253340	25,669206	204,562999	8,000000	1,747244	116,572327
1515236703914	62,253332	25,669244	204,488946	8,000000	1,785401	105,379265
1515236704926	62,253328	25,669285	204,410830	6,000000	1,809319	93,728882
1515236705937	62,253327	25,669348	204,294117	6,000000	1,839674	75,032684
1515236706927	62,253334	25,669401	204,166101	6,000000	1,866183	69,815933
1515236707930	62,253346	25,669436	204,039279	6,000000	1,857675	69,131279
1515236708924	62,253351	25,669485	203,885914	6,000000	1,845630	70,533127
1515236709926	62,253356	25,669499	203,750168	6,000000	1,836375	72,605026
1515236710935	62,253362	25,669534	203,603520	6,000000	1,850390	73,144463
1515236711929	62,253370	25,669590	203,432826	6,000000	1,916000	72,081177
1515236712943	62,253380	25,669652	203,240917	6,000000	2,031387	72,824364
1515236713919	62,253389	25,669731	203,039595	6,000000	2,193007	72,796295
1515236714920	62,253402	25,669828	200,913029	6,000000	2,394840	70,049706
1515236715914	62,253416	25,669915	198,919046	8,000000	2,621557	69,262543
1515236716915	62,253443	25,670050	197,032280	8,000000	2,877778	68,190231
1515236717930	62,253462	25,670139	195,280508	8,000000	3,136161	70,312431
1515236718914	62,253473	25,670186	193,705081	8,000000	3,317623	71,161873
1515236719928	62,253488	25,670292	192,279043	8,000000	3,465528	73,172455
1515236720924	62,253513	25,670406	190,852599	8,000000	3,571921	74,213921
1515236721926	62,253518	25,670496	190,731473	8,000000	3,598058	82,225418
1515236722928	62,253519	25,670551	190,593554	8,000000	3,577521	81,730743
1515236723928	62,253521	25,670645	190,465451	8,000000	3,548717	82,131172
1515236724929	62,253527	25,670716	190,330404	8,000000	3,504396	84,003593
1515236725932	62,253526	25,670791	190,185960	8,000000	3,443989	86,969513
1515236726930	62,253531	25,670865	190,037536	8,000000	3,371604	88,455673
1515236727933	62,253528	25,670929	189,908184	8,000000	3,288513	90,309967
1515236728927	62,253523	25,670996	189,781907	8,000000	3,223506	90,522102
1515236729916	62,253519	25,671045	189,658216	8,000000	3,171816	91,809540
1515236730925	62,253522	25,671128	189,509376	8,000000	3,128918	91,815063
1515236731920	62,253519	25,671235	189,382611	8,000000	3,059288	94,175079
1515236732931	62,253520	25,671304	189,252322	8,000000	2,997266	95,910110
1515236733932	62,253506	25,671409	189,153887	8,000000	2,955016	100,246506
1515236734923	62,253501	25,671463	189,043564	8,000000	2,905470	99,695114
1515236735932	62,253493	25,671519	188,908679	12,000000	2,849412	98,724915
1515236736937	62,253483	25,671614	188,777964	12,000000	2,801902	100,644859
1515236737933	62,253467	25,671757	188,664601	12,000000	2,778720	99,750473
1515236738931	62,253458	25,671828	188,553561	12,000000	2,770324	97,065796
1515236739933	62,253456	25,671879	188,422694	8,000000	2,774018	95,185173
1515236740927	62,253458	25,671968	188,303013	8,000000	2,812052	90,774384
1515236741931	62,253462	25,672052	188,176497	8,000000	2,857065	83,472473
1515236742945	62,253467	25,672128	188,037769	8,000000	2,886435	83,143517
1515236743922	62,253470	25,672194	187,881965	8,000000	2,883686	83,912010
1515236744916	62,253474	25,672239	187,728201	8,000000	2,856560	78,972267
1515236745931	62,253486	25,672312	187,562471	8,000000	2,820559	62,924496
1515236746915	62,253499	25,672366	187,404909	8,000000	2,802910	63,771442
1515236747918	62,253518	25,672457	187,239162	8,000000	2,795750	64,993500
1515236748931	62,253532	25,672532	187,099218	8,000000	2,774718	64,761604
1515236749912	62,253544	25,672579	186,947377	8,000000	2,716501	62,695782
1515236750928	62,253547	25,672599	186,805304	8,000000	2,644415	58,581192
1515236751925	62,253561	25,672632	186,677969	8,000000	2,577468	57,721710
1515236752931	62,253577	25,672681	186,552505	8,000000	2,513191	56,671104
1515236753926	62,253589	25,672731	186,451662	8,000000	2,436512	49,643131
1515236754927	62,253605	25,672756	186,383393	8,000000	2,355199	50,883614
1515236755931	62,253605	25,672768	186,354290	8,000000	2,272193	51,043423
1515236756931	62,253613	25,672782	186,337107	8,000000	2,185007	49,791004
1515236757933	62,253620	25,672793	186,311819	8,000000	2,094134	46,587749
1515236758925	62,253628	25,672810	186,280718	8,000000	2,019382	46,731026
1515236759928	62,253642	25,672837	186,223316	8,000000	1,962854	58,080788
1515236760929	62,253649	25,672856	186,178947	8,000000	1,895988	60,505997
1515236761926	62,253652	25,672889	186,160311	8,000000	1,820825	65,800735
1515236762933	62,253650	25,672929	186,122464	8,000000	1,753989	78,816765
1515236763926	62,253646	25,672960	186,100983	8,000000	1,704941	98,975395
1515236764929	62,253642	25,672988	186,075915	8,000000	1,669029	115,423653
1515236765932	62,253632	25,673027	186,059840	8,000000	1,632887	120,053101
1515236766925	62,253631	25,673042	186,037538	8,000000	1,574742	133,340424
1515236767929	62,253626	25,673061	186,000336	8,000000	1,501714	132,610138
1515236768921	62,253621	25,673062	185,958768	8,000000	0,881473	132,610138
1515236769928	62,253613	25,673087	185,955790	8,000000	0,020170	132,610138
1515236770929	62,253601	25,673127	185,956315	8,000000	0,019213	132,610138
1515236771926	62,253600	25,673128	185,959261	6,000000	0,007630	132,610138
1515236772922	62,253600	25,673129	185,965119	6,000000	0,005214	132,610138
1515236773915	62,253600	25,673131	185,973696	6,000000	0,002740	132,610138
1515236774913	62,253600	25,673131	185,984819	6,000000	0,001862	132,610138
1515236775930	62,253600	25,673132	185,998178	6,000000	0,000451	132,610138
1515236776914	62,253600	25,673131	186,012160	6,000000	0,006379	132,610138
1515236777917	62,253601	25,673131	186,027999	6,000000	0,020518	132,610138
1515236778930	62,253604	25,673125	186,194268	6,000000	0,129463	132,610138
1515236779933	62,253599	25,673144	186,346380	6,000000	0,736265	116,265076
1515236780930	62,253597	25,673160	186,500095	6,000000	0,708082	131,288651
1515236781921	62,253594	25,673171	186,652925	6,000000	0,894743	146,265640
1515236782930	62,253587	25,673187	186,815071	6,000000	1,163961	150,920044
1515236783934	62,253573	25,673207	186,989877	6,000000	1,332385	154,976578
1515236784923	62,253559	25,673217	187,173668	6,000000	1,462082	162,081909
1515236785917	62,253550	25,673233	187,366370	6,000000	1,572842	185,744568
1515236786931	62,253529	25,673230	187,561815	6,000000	1,680276	193,273788
1515236787923	62,253507	25,673220	187,751743	6,000000	1,757792	195,729401
1515236788930	62,253485	25,673206	187,922656	6,000000	1,825576	190,117599
1515236789930	62,253462	25,673200	188,085101	6,000000	1,904038	189,567017
1515236790912	62,253431	25,673186	188,233443	6,000000	1,988087	191,552505
1515236791925	62,253400	25,673172	188,367684	8,000000	2,088658	191,628326
1515236792927	62,253359	25,673153	188,483135	8,000000	2,217842	190,981445
1515236793932	62,253315	25,673132	188,582420	8,000000	2,372390	190,255905
1515236794912	62,253281	25,673124	189,481015	8,000000	2,534273	191,784378
1515236795927	62,253234	25,673103	189,530572	8,000000	2,685054	193,495712
1515236796933	62,253217	25,673096	189,543788	8,000000	2,815724	195,905548
1515236797929	62,253177	25,673071	189,544007	8,000000	2,938416	192,006241
1515236798930	62,253133	25,673048	189,318217	8,000000	3,067123	190,966110
1515236799924	62,253106	25,673034	188,869877	8,000000	3,188861	189,171432
1515236800909	62,253067	25,673016	188,844534	8,000000	3,289951	188,777679
1515236801925	62,253031	25,673003	188,348061	8,000000	3,388386	187,712967
1515236802936	62,252992	25,672990	188,303402	8,000000	3,467782	186,358627
1515236803913	62,252949	25,672977	188,258113	8,000000	3,526328	183,849396
1515236804913	62,252926	25,672974	188,207305	8,000000	3,554909	179,114166
1515236805928	62,252903	25,672975	188,155598	8,000000	3,562223	178,810364
1515236806912	62,252878	25,672976	188,107304	8,000000	3,580411	177,560181
1515236807922	62,252840	25,672979	188,060340	8,000000	3,580190	178,711029
1515236808917	62,252812	25,672984	187,954470	8,000000	3,529162	175,366165
1515236809914	62,252777	25,672999	187,869800	8,000000	3,453480	173,076492
1515236810914	62,252742	25,673014	187,760808	8,000000	3,368272	170,558945
1515236811924	62,252704	25,673034	187,646075	8,000000	3,291259	164,563278
1515236812931	62,252681	25,673054	187,512965	8,000000	3,216491	162,291046
1515236813926	62,252640	25,673086	187,375433	8,000000	3,141518	158,572388
1515236814930	62,252615	25,673112	187,243237	8,000000	3,082435	160,379776
1515236815928	62,252573	25,673151	187,150133	8,000000	3,048532	160,295517
1515236816931	62,252537	25,673185	187,070102	8,000000	3,028156	160,219879
1515236817929	62,252506	25,673213	186,962972	8,000000	2,995975	156,357880
1515236818924	62,252479	25,673236	186,885953	8,000000	2,970588	154,030457
1515236819927	62,252454	25,673263	186,810096	8,000000	2,933593	151,730606
1515236820933	62,252422	25,673301	186,731957	8,000000	2,914268	152,121231
1515236821928	62,252382	25,673354	186,629799	8,000000	2,918831	148,051254
1515236822932	62,252352	25,673401	186,538030	8,000000	2,917881	144,132904
1515236823937	62,252324	25,673442	186,450084	8,000000	2,922780	136,401749
1515236824924	62,252298	25,673512	186,323620	8,000000	2,952823	133,981812
1515236825937	62,252267	25,673587	186,203956	8,000000	3,008423	132,164658
1515236826912	62,252246	25,673657	186,098561	8,000000	3,067380	135,752930
1515236827926	62,252225	25,673714	185,998286	8,000000	3,098411	130,812073
1515236828920	62,252195	25,673808	185,887998	8,000000	3,131822	129,442459
1515236829927	62,252177	25,673876	185,778744	8,000000	3,192922	124,011192
1515236830931	62,252153	25,673969	185,669923	8,000000	3,259305	121,577637
1515236831916	62,252138	25,674034	185,554783	8,000000	3,301781	114,918503
1515236832930	62,252132	25,674092	185,445743	8,000000	3,328200	110,858086
1515236833922	62,252122	25,674167	185,342412	8,000000	3,342744	111,087494
1515236834910	62,252112	25,674225	185,261168	8,000000	3,351561	118,240479
1515236835917	62,252099	25,674275	185,195541	6,000000	3,352159	125,194992
1515236836914	62,252093	25,674303	185,124352	6,000000	3,304082	124,370766
1515236837927	62,252080	25,674359	185,036374	6,000000	3,229185	124,489990
1515236838935	62,252071	25,674395	184,951524	6,000000	3,176965	125,019287
1515236839931	62,252058	25,674453	184,873575	6,000000	3,136913	145,557571
1515236840924	62,252040	25,674471	184,780564	6,000000	3,084442	151,856277
1515236841929	62,252021	25,674493	184,690788	6,000000	3,040120	151,133362
1515236842931	62,252000	25,674530	184,617419	6,000000	3,019126	147,824829
1515236843928	62,251974	25,674575	184,513077	6,000000	2,999083	145,570221
1515236844925	62,251949	25,674611	184,415796	6,000000	2,969120	156,313446
1515236845914	62,251928	25,674637	184,339479	6,000000	2,932622	155,987320
1515236846927	62,251910	25,674657	184,246087	6,000000	2,901279	154,780228
1515236847926	62,251888	25,674695	184,171366	8,000000	2,882167	155,101379
1515236848929	62,251859	25,674734	184,134654	8,000000	2,875184	160,125122
1515236849926	62,251817	25,674762	184,122147	8,000000	2,843795	159,543015
1515236850930	62,251794	25,674780	184,135367	8,000000	2,779802	147,124680
1515236851933	62,251769	25,674827	184,148442	8,000000	2,703069	146,038956
1515236852920	62,251746	25,674854	184,188073	8,000000	2,631343	148,007187
1515236853926	62,251723	25,674868	184,241841	8,000000	2,572606	149,298111
1515236854922	62,251708	25,674889	184,316421	8,000000	2,502957	151,487564
1515236855927	62,251688	25,674903	184,399132	8,000000	2,435861	151,051193
1515236856930	62,251669	25,674923	184,480495	8,000000	2,356882	152,810883
1515236857931	62,251646	25,674953	184,550615	8,000000	2,274579	147,813980
1515236858928	62,251621	25,674989	184,637196	8,000000	2,189168	137,909531
1515236859929	62,251608	25,675018	184,737990	12,000000	2,110799	138,988068
1515236860929	62,251583	25,675066	184,826511	12,000000	2,046613	145,013947
1515236861930	62,251575	25,675074	184,938797	12,000000	1,984254	144,254913
1515236862937	62,251567	25,675070	185,078755	12,000000	1,900898	127,086212
1515236863922	62,251559	25,675085	185,228680	8,000000	1,809965	129,861588
1515236864924	62,251534	25,675124	185,383950	8,000000	1,725857	143,117828
1515236865929	62,251504	25,675153	185,561596	8,000000	1,662985	157,648056
1515236866918	62,251466	25,675165	185,745879	8,000000	1,619941	162,631638
1515236867916	62,251441	25,675180	185,942316	12,000000	1,586180	173,176590
1515236868915	62,251427	25,675182	186,153247	12,000000	1,562681	156,965897
1515236869921	62,251412	25,675207	186,350652	12,000000	1,541012	151,366776
1515236870929	62,251401	25,675222	186,540325	12,000000	1,527569	150,073624
1515236871929	62,251397	25,675236	186,741119	12,000000	1,500291	161,031876
1515236872929	62,251382	25,675273	186,934128	12,000000	1,457393	156,196442
1515236873931	62,251376	25,675288	187,115811	12,000000	1,422420	157,471054
1515236874926	62,251381	25,675298	187,295641	12,000000	1,402234	157,096573
1515236875928	62,251381	25,675309	187,490214	8,000000	1,381077	161,282547
1515236876929	62,251360	25,675327	187,665579	8,000000	1,360311	155,755859
1515236877930	62,251356	25,675325	187,851748	8,000000	1,338775	150,639496
1515236878925	62,251349	25,675356	188,027302	8,000000	1,322365	149,272324
1515236879929	62,251341	25,675372	188,241737	8,000000	1,318168	153,859375
1515236880927	62,251321	25,675394	188,470916	8,000000	1,348171	160,644943
1515236881926	62,251297	25,675422	188,723761	8,000000	1,395664	167,100067
1515236882925	62,251288	25,675430	188,983249	8,000000	1,383673	165,620529
1515236883927	62,251257	25,675470	189,276584	8,000000	1,360171	165,284698
1515236884927	62,251242	25,675466	189,551380	8,000000	1,330863	163,902786
1515236885930	62,251229	25,675484	189,823999	8,000000	1,331210	168,128479
1515236886933	62,251190	25,675502	190,097868	8,000000	1,334841	164,881256
1515236887930	62,251161	25,675522	190,335925	8,000000	1,342941	162,457672
1515236888926	62,251140	25,675538	190,563914	8,000000	1,330936	162,393341
1515236889929	62,251126	25,675553	190,798459	8,000000	1,322896	163,179718
1515236890929	62,251109	25,675564	191,017302	8,000000	1,295143	162,272568
1515236891928	62,251099	25,675577	191,232740	8,000000	1,257314	162,046204
1515236892950	62,251091	25,675592	191,455949	8,000000	1,220047	161,165710
1515236893926	62,251090	25,675593	191,711473	8,000000	1,192716	161,686447
1515236894918	62,251062	25,675609	191,939319	8,000000	1,192232	160,298141
1515236895941	62,251043	25,675635	192,184245	8,000000	1,222369	159,424805
1515236896914	62,251030	25,675631	192,440083	8,000000	1,242002	154,162735
1515236897917	62,251021	25,675646	192,714434	8,000000	1,260646	158,376953
1515236898930	62,251003	25,675664	192,977384	8,000000	1,264281	160,446228
1515236899936	62,250989	25,675672	193,243795	8,000000	1,248404	159,184753
1515236900920	62,250982	25,675688	193,479146	8,000000	1,237156	145,517487
1515236901931	62,250959	25,675717	193,687220	8,000000	1,241861	153,707855
1515236902931	62,250943	25,675721	193,876167	8,000000	1,245425	152,869720
1515236903928	62,250925	25,675739	194,060248	8,000000	1,268319	153,978149
1515236904925	62,250913	25,675740	194,242480	8,000000	1,308266	144,761795
1515236905933	62,250906	25,675767	194,406079	8,000000	1,356486	157,839600
1515236906931	62,250892	25,675778	194,550549	8,000000	1,404770	156,565994
1515236907918	62,250867	25,675810	194,697957	8,000000	1,467151	158,004639
1515236908926	62,250850	25,675823	194,858859	8,000000	1,512902	157,163452
