TStamp Europe/Helsinki	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1515237295926	62,252590	25,692955	170,419335	8,000000	2,731433	13,029375
1515237296931	62,252625	25,692969	170,456084	8,000000	2,741247	13,585168
1515237297930	62,252642	25,692970	170,526181	8,000000	2,755527	12,519134
1515237298930	62,252679	25,692993	170,552430	8,000000	2,770247	16,671339
1515237299931	62,252715	25,693030	170,560488	8,000000	2,777212	19,802727
1515237300929	62,252734	25,693049	170,571930	8,000000	2,768590	29,870306
1515237301919	62,252760	25,693071	170,552426	8,000000	2,752877	48,856087
1515237302935	62,252784	25,693117	170,505130	8,000000	2,711396	36,428623
1515237303935	62,252822	25,693150	170,421743	8,000000	2,663680	25,303873
1515237304931	62,252836	25,693166	170,356207	8,000000	2,643873	27,681360
1515237305934	62,252864	25,693195	170,313038	8,000000	2,673528	26,486458
1515237306943	62,252888	25,693229	170,234317	8,000000	2,749031	29,396168
1515237307931	62,252928	25,693288	170,149768	8,000000	2,791625	37,339485
1515237308927	62,252953	25,693335	170,042120	8,000000	2,824165	43,211197
1515237309927	62,252974	25,693376	169,953523	8,000000	2,856383	39,975731
1515237310934	62,253001	25,693424	169,869316	8,000000	2,879607	40,207554
1515237311920	62,253021	25,693454	169,766660	8,000000	2,899604	38,816113
1515237312938	62,253044	25,693495	169,658517	8,000000	2,916066	38,526363
1515237313929	62,253073	25,693542	169,567931	8,000000	2,954176	42,518963
1515237314923	62,253103	25,693601	169,519373	8,000000	2,969797	42,137299
1515237315920	62,253132	25,693660	169,462401	8,000000	2,949334	42,231041
1515237316920	62,253149	25,693687	169,402852	8,000000	2,910255	40,592762
1515237317919	62,253178	25,693740	169,317006	6,000000	2,857628	41,321434
1515237318927	62,253193	25,693771	169,216650	6,000000	2,825576	44,447124
1515237319931	62,253212	25,693807	169,114209	6,000000	2,821317	40,045147
1515237320928	62,253230	25,693848	169,019874	6,000000	2,827532	35,789486
1515237321933	62,253257	25,693886	168,893828	6,000000	2,816573	27,930527
1515237322938	62,253286	25,693908	168,719936	6,000000	2,813437	25,910173
1515237323918	62,253320	25,693925	168,528452	6,000000	2,817120	23,542330
1515237324921	62,253340	25,693935	168,355839	6,000000	2,818876	23,259134
1515237325920	62,253368	25,693946	168,171829	8,000000	2,833815	22,259077
1515237326933	62,253392	25,693966	167,976882	8,000000	2,863731	17,080412
1515237327930	62,253427	25,693991	167,794459	8,000000	2,925358	13,386938
1515237328931	62,253472	25,694014	167,637332	8,000000	3,016799	11,870084
1515237329940	62,253523	25,694028	166,141374	8,000000	3,126150	11,944316
1515237330922	62,253582	25,694045	165,038190	8,000000	3,240906	12,251406
1515237331935	62,253620	25,694064	164,131889	8,000000	3,364149	11,086759
1515237332932	62,253672	25,694084	163,258627	8,000000	3,507043	9,607718
1515237333931	62,253718	25,694093	162,407250	8,000000	3,630533	10,677513
1515237334927	62,253771	25,694107	161,701713	8,000000	3,741041	10,431934
1515237335935	62,253837	25,694132	161,372653	8,000000	3,857386	10,735819
1515237336929	62,253882	25,694153	161,298267	8,000000	3,970489	11,712779
1515237337933	62,253941	25,694171	161,287725	12,000000	4,057584	12,518420
1515237338925	62,253999	25,694199	161,516155	12,000000	4,103425	13,533731
1515237339928	62,254045	25,694226	161,981818	12,000000	4,126612	13,606009
1515237340921	62,254076	25,694249	162,024769	12,000000	4,106599	14,113113
1515237341934	62,254116	25,694283	162,071439	12,000000	4,087643	12,161857
1515237342936	62,254156	25,694304	162,316195	12,000000	4,086247	14,016940
1515237343922	62,254225	25,694331	163,041695	12,000000	4,109183	14,667119
1515237344913	62,254280	25,694368	163,973701	12,000000	4,133798	18,195667
1515237345925	62,254330	25,694415	164,913920	12,000000	4,178889	16,633249
1515237346917	62,254396	25,694461	165,653192	12,000000	4,245956	13,641107
1515237347915	62,254428	25,694484	166,114747	12,000000	4,308531	16,016804
1515237348925	62,254484	25,694521	166,387706	12,000000	4,351016	15,632310
1515237349921	62,254531	25,694555	166,508463	12,000000	4,371634	19,140972
1515237350936	62,254593	25,694598	166,248138	12,000000	4,373515	20,661335
1515237351921	62,254620	25,694640	165,863189	12,000000	4,382000	17,578384
1515237352934	62,254684	25,694683	165,502261	12,000000	4,430407	21,790709
1515237353928	62,254744	25,694737	165,118585	12,000000	4,513434	12,243261
1515237354933	62,254804	25,694767	164,775759	12,000000	4,596966	11,394962
1515237355930	62,254871	25,694815	164,855247	12,000000	4,661445	17,399986
1515237356930	62,254942	25,694888	165,539245	12,000000	4,734799	29,902121
1515237357923	62,254976	25,694973	165,870409	8,000000	4,781692	22,192068
1515237358918	62,255011	25,695024	166,078342	8,000000	4,770801	23,000568
1515237359933	62,255050	25,695082	166,434238	8,000000	4,773130	25,499868
1515237360930	62,255091	25,695132	166,555527	8,000000	4,767450	25,057735
1515237361935	62,255125	25,695168	166,506474	8,000000	4,732158	26,712175
1515237362920	62,255157	25,695207	166,400927	8,000000	4,673889	28,209925
1515237363922	62,255194	25,695247	166,312373	8,000000	4,603691	27,843010
1515237364917	62,255223	25,695284	166,205910	8,000000	4,529660	28,713087
1515237365926	62,255255	25,695321	166,067111	6,000000	4,456173	28,672421
1515237366930	62,255282	25,695352	165,914656	6,000000	4,357350	28,177294
1515237367923	62,255304	25,695379	165,763869	6,000000	4,251257	28,277206
1515237368936	62,255334	25,695408	165,603668	6,000000	4,150438	28,048042
1515237369930	62,255369	25,695450	165,472897	6,000000	4,055506	27,920898
1515237370935	62,255390	25,695477	165,312615	6,000000	3,963981	28,218985
1515237371930	62,255411	25,695503	165,098269	6,000000	3,873448	30,129333
1515237372943	62,255434	25,695537	164,878812	6,000000	3,781031	31,393085
1515237373938	62,255464	25,695574	164,648251	6,000000	3,703264	30,801035
1515237374925	62,255496	25,695610	164,464344	6,000000	3,639564	30,035187
1515237375939	62,255519	25,695647	164,255702	6,000000	3,595072	29,575245
1515237376925	62,255546	25,695677	164,057928	6,000000	3,578861	28,696289
1515237377923	62,255576	25,695709	163,893705	6,000000	3,571270	28,115110
1515237378930	62,255602	25,695743	163,734919	6,000000	3,544857	25,474331
1515237379927	62,255625	25,695772	163,581417	6,000000	3,515101	23,917912
1515237380939	62,255653	25,695802	163,422648	6,000000	3,484725	20,613489
1515237381938	62,255680	25,695826	163,252461	4,000000	3,448720	21,554470
1515237382940	62,255705	25,695850	163,105713	4,000000	3,417540	18,421024
1515237383941	62,255731	25,695868	162,983222	4,000000	3,403513	15,164514
1515237384925	62,255759	25,695885	162,858466	4,000000	3,394336	10,440713
1515237385946	62,255787	25,695892	162,726951	6,000000	3,381699	8,434089
1515237386941	62,255820	25,695901	162,588453	6,000000	3,356847	358,480316
1515237387941	62,255852	25,695898	162,474887	6,000000	3,336525	354,253143
1515237388924	62,255883	25,695889	162,364648	6,000000	3,330158	356,858307
1515237389941	62,255914	25,695877	162,234670	6,000000	3,313701	356,985138
1515237390937	62,255938	25,695876	162,111372	6,000000	3,284910	356,825806
1515237391938	62,255964	25,695872	161,974940	6,000000	3,235473	355,303680
1515237392938	62,255995	25,695865	161,830793	6,000000	3,200864	356,688171
1515237393925	62,256026	25,695862	161,702376	6,000000	3,186202	353,452179
1515237394940	62,256061	25,695852	161,556170	6,000000	3,180677	3,630660
1515237395940	62,256088	25,695858	161,406149	6,000000	3,166434	2,608426
1515237396940	62,256118	25,695858	161,242579	6,000000	3,146389	3,077933
1515237397940	62,256142	25,695864	161,116474	6,000000	3,129466	2,536460
1515237398925	62,256171	25,695865	160,976750	6,000000	3,113498	355,563507
1515237399943	62,256199	25,695858	160,850400	6,000000	3,083590	357,556274
1515237400940	62,256227	25,695856	160,737551	6,000000	3,059255	354,902924
1515237401943	62,256252	25,695845	160,633318	6,000000	3,056612	357,687378
1515237402943	62,256284	25,695836	160,535039	6,000000	3,032421	352,011627
1515237403931	62,256315	25,695824	160,438076	6,000000	3,003594	0,253131
1515237404941	62,256333	25,695819	160,331976	6,000000	2,966967	0,176865
1515237405934	62,256352	25,695814	160,222913	6,000000	2,929338	356,809570
1515237406931	62,256381	25,695807	160,123185	6,000000	2,887278	349,907379
1515237407934	62,256407	25,695795	160,037724	6,000000	2,865830	347,425751
1515237408926	62,256435	25,695771	159,946675	6,000000	2,852407	346,610931
1515237409925	62,256459	25,695753	159,876893	6,000000	2,842237	340,367035
1515237410929	62,256484	25,695733	159,784998	6,000000	2,821065	342,289490
1515237411944	62,256512	25,695716	159,709985	6,000000	2,819502	341,333435
1515237412930	62,256535	25,695700	159,632584	6,000000	2,822938	340,081421
1515237413939	62,256565	25,695674	159,568465	6,000000	2,813025	336,375092
1515237414929	62,256599	25,695642	159,507742	6,000000	2,789409	338,909302
1515237415934	62,256622	25,695615	159,461400	6,000000	2,764394	334,415314
1515237416937	62,256643	25,695583	159,421475	6,000000	2,723789	332,265411
1515237417931	62,256660	25,695561	159,395192	6,000000	2,672009	334,221008
1515237418938	62,256674	25,695540	159,413825	6,000000	2,612252	334,221954
1515237419936	62,256697	25,695512	159,428367	6,000000	2,557553	332,287079
1515237420939	62,256717	25,695485	159,442094	6,000000	2,514514	331,899506
1515237421931	62,256730	25,695469	159,451901	6,000000	2,471586	332,305664
1515237422930	62,256741	25,695450	159,466685	6,000000	2,417546	333,072388
1515237423942	62,256756	25,695436	159,501016	6,000000	2,379881	333,321716
1515237424929	62,256773	25,695411	159,538472	6,000000	2,354157	332,135681
1515237425935	62,256795	25,695388	159,552631	6,000000	2,338274	333,214935
1515237426922	62,256813	25,695363	159,557098	6,000000	2,333828	333,547638
1515237427928	62,256828	25,695343	159,569888	6,000000	2,314055	334,015350
1515237428929	62,256838	25,695341	159,596497	6,000000	2,287668	333,073853
1515237429921	62,256848	25,695330	159,612206	6,000000	2,270084	329,770111
1515237430920	62,256868	25,695309	159,646199	6,000000	2,264883	329,530701
1515237431930	62,256880	25,695291	159,683436	6,000000	2,254524	329,250183
1515237432930	62,256892	25,695272	159,695562	6,000000	2,236148	329,123169
1515237433922	62,256909	25,695240	159,709022	6,000000	2,220852	327,610687
1515237434920	62,256917	25,695218	159,718007	6,000000	2,205364	327,447052
1515237435934	62,256929	25,695197	159,719900	6,000000	2,196984	324,029694
1515237436919	62,256941	25,695175	159,720712	6,000000	2,161089	315,974884
1515237437914	62,256952	25,695142	159,731191	6,000000	2,098058	314,553406
1515237438921	62,256959	25,695126	159,739799	6,000000	2,019989	313,484467
1515237439920	62,256963	25,695109	159,756961	6,000000	1,280719	313,549194
1515237440937	62,256965	25,695098	159,757556	6,000000	0,056731	313,549194
1515237441920	62,256967	25,695079	159,757643	4,000000	0,040117	313,549194
1515237442947	62,256967	25,695078	159,755804	4,000000	0,000600	313,549194
1515237443925	62,256967	25,695078	159,751096	4,000000	0,000343	313,549194
1515237444923	62,256966	25,695079	159,744562	4,000000	0,002074	313,549194
1515237445920	62,256965	25,695079	159,736491	4,000000	0,000239	313,549194
1515237446930	62,256965	25,695079	159,727495	4,000000	0,004805	313,549194
1515237447922	62,256963	25,695075	159,717587	4,000000	0,003982	313,549194
1515237448910	62,256964	25,695068	159,704143	4,000000	0,746430	313,549194
1515237449924	62,256966	25,695067	159,691120	4,000000	0,036207	313,549194
1515237450916	62,256966	25,695067	159,679289	4,000000	0,008401	313,549194
1515237451925	62,256965	25,695073	159,563161	4,000000	0,543618	304,905396
1515237452915	62,256967	25,695075	159,550135	4,000000	0,061250	304,905396
1515237453922	62,256969	25,695077	159,536618	4,000000	0,014372	304,905396
1515237454924	62,256969	25,695082	159,522329	4,000000	0,029581	304,905396
1515237455922	62,256969	25,695081	159,509490	4,000000	0,000545	304,905396
1515237456932	62,256969	25,695081	159,497098	4,000000	0,001159	304,905396
1515237457920	62,256969	25,695081	159,485176	4,000000	0,008515	304,905396
1515237458933	62,256969	25,695080	159,473126	4,000000	0,002632	304,905396
1515237459934	62,256970	25,695081	159,461004	4,000000	0,001272	304,905396
1515237460937	62,256970	25,695081	159,446995	4,000000	0,001065	304,905396
1515237461934	62,256969	25,695081	159,431626	4,000000	0,003381	304,905396
1515237462943	62,256970	25,695081	159,414815	4,000000	0,002473	304,905396
1515237463916	62,256970	25,695081	159,396282	4,000000	0,002634	304,905396
1515237464930	62,256970	25,695081	159,376922	4,000000	0,000944	304,905396
1515237465918	62,256970	25,695081	159,356892	4,000000	0,004717	304,905396
1515237466935	62,256970	25,695081	159,336096	4,000000	0,000708	304,905396
1515237467936	62,256970	25,695080	159,314931	4,000000	0,001727	304,905396
1515237468927	62,256970	25,695080	159,294345	4,000000	0,006428	304,905396
1515237469933	62,256974	25,695073	159,103394	4,000000	0,382309	304,905396
1515237470938	62,256980	25,695070	158,915298	4,000000	0,427090	331,986938
1515237471933	62,256988	25,695060	158,731196	4,000000	0,558378	339,820587
1515237472942	62,256995	25,695054	158,561611	4,000000	0,700880	347,233948
1515237473936	62,257006	25,695050	158,392172	4,000000	0,815760	355,000000
1515237474939	62,257015	25,695045	158,227357	4,000000	0,882203	7,959745
1515237475923	62,257022	25,695046	158,066132	4,000000	0,903387	10,409571
1515237476926	62,257031	25,695051	157,914309	4,000000	0,859323	8,575927
1515237477928	62,257026	25,695049	157,788284	4,000000	0,829768	19,786098
1515237478918	62,257021	25,695057	157,690441	4,000000	0,626543	16,696451
1515237479938	62,257022	25,695059	157,680935	4,000000	0,020912	16,696451
1515237480938	62,257020	25,695057	157,670796	4,000000	0,000650	16,696451
1515237481940	62,257019	25,695056	157,659621	4,000000	0,004191	16,696451
1515237482941	62,257017	25,695056	157,649515	4,000000	0,067473	16,696451
1515237483940	62,257018	25,695055	157,639611	4,000000	0,015479	16,696451
1515237484939	62,257017	25,695055	157,629759	4,000000	0,024753	16,696451
1515237485938	62,257017	25,695056	157,618365	4,000000	0,008158	16,696451
1515237486925	62,257016	25,695057	157,607171	4,000000	0,010667	16,696451
1515237487939	62,257010	25,695060	157,595777	4,000000	0,012001	16,696451
1515237488936	62,257010	25,695059	157,479028	4,000000	0,395212	16,696451
1515237489939	62,257015	25,695066	157,372513	4,000000	0,307195	16,696451
1515237490925	62,257017	25,695067	157,361630	4,000000	0,000960	16,696451
1515237491928	62,257017	25,695067	157,351573	4,000000	0,000733	16,696451
1515237492962	62,257017	25,695067	157,341503	4,000000	0,002082	16,696451
1515237493937	62,257017	25,695067	157,331644	6,000000	0,001753	16,696451
1515237494926	62,257015	25,695067	157,321217	6,000000	0,032067	16,696451
1515237495924	62,257016	25,695070	157,214410	6,000000	0,245695	16,696451
1515237496927	62,257016	25,695071	157,203398	6,000000	0,062162	16,696451
1515237497937	62,257016	25,695071	157,192348	6,000000	0,000765	16,696451
1515237498939	62,257016	25,695071	157,180568	6,000000	0,000501	16,696451
1515237499941	62,257016	25,695072	157,168533	6,000000	0,001067	16,696451
1515237500940	62,257016	25,695072	157,156081	6,000000	0,000591	16,696451
1515237501936	62,257016	25,695071	157,142739	4,000000	0,000498	16,696451
1515237502926	62,257016	25,695071	157,129242	4,000000	0,000580	16,696451
1515237503937	62,257015	25,695071	157,115475	4,000000	0,002220	16,696451
1515237504938	62,257015	25,695071	157,101626	4,000000	0,001478	16,696451
1515237505936	62,257015	25,695072	157,088266	4,000000	0,000116	16,696451
1515237506943	62,257015	25,695072	157,075800	4,000000	0,000379	16,696451
1515237507924	62,257014	25,695073	157,064244	4,000000	0,004342	16,696451
1515237508939	62,257014	25,695073	157,052316	4,000000	0,000396	16,696451
1515237509939	62,257014	25,695073	157,040017	4,000000	0,000228	16,696451
1515237510939	62,257014	25,695074	157,027526	4,000000	0,000407	16,696451
1515237511942	62,257014	25,695074	157,014648	4,000000	0,001367	16,696451
1515237512927	62,257014	25,695074	157,002070	4,000000	0,001365	16,696451
1515237513926	62,257013	25,695075	156,989003	4,000000	0,001465	16,696451
1515237514941	62,257013	25,695075	156,975026	4,000000	0,000000	16,696451
1515237515944	62,257013	25,695075	156,960321	4,000000	0,000275	16,696451
1515237516940	62,257013	25,695076	156,945575	4,000000	0,001025	16,696451
1515237517941	62,257013	25,695076	156,930441	4,000000	0,000414	16,696451
1515237518935	62,257013	25,695076	156,914828	4,000000	0,000000	16,696451
1515237519941	62,257013	25,695077	156,899969	4,000000	0,001216	16,696451
1515237520937	62,257013	25,695077	156,884408	4,000000	0,000133	16,696451
1515237521941	62,257013	25,695077	156,868379	4,000000	0,003282	16,696451
1515237522939	62,257014	25,695076	156,850844	4,000000	0,000948	16,696451
1515237523937	62,257014	25,695075	156,692788	4,000000	0,110872	16,696451
1515237524926	62,257018	25,695071	156,543061	4,000000	0,075929	16,696451
1515237525926	62,257023	25,695070	156,391342	4,000000	0,102615	16,696451
1515237526931	62,257025	25,695071	156,377851	4,000000	0,002173	16,696451
1515237527924	62,257025	25,695071	156,365389	4,000000	0,001030	16,696451
1515237528922	62,257025	25,695071	156,351325	4,000000	0,000615	16,696451
1515237529923	62,257025	25,695072	156,335554	4,000000	0,000422	16,696451
1515237530939	62,257025	25,695072	156,318722	4,000000	0,000764	16,696451
1515237531939	62,257025	25,695072	156,303652	4,000000	0,011154	16,696451
1515237532938	62,257025	25,695071	156,289796	4,000000	0,003472	16,696451
1515237533940	62,257024	25,695070	156,276771	6,000000	0,000431	16,696451
1515237534939	62,257025	25,695070	156,264332	6,000000	0,002301	16,696451
1515237535934	62,257025	25,695069	156,252670	6,000000	0,001432	16,696451
1515237536938	62,257025	25,695069	156,242519	6,000000	0,000588	16,696451
1515237537939	62,257025	25,695069	156,233032	6,000000	0,000626	16,696451
1515237538938	62,257025	25,695068	156,224330	6,000000	0,000569	16,696451
1515237539927	62,257025	25,695068	156,216951	6,000000	0,000963	16,696451
1515237540938	62,257025	25,695068	156,211011	6,000000	0,000254	16,696451
1515237541938	62,257025	25,695068	156,205404	6,000000	0,001240	16,696451
1515237542940	62,257024	25,695068	156,199867	6,000000	0,000622	16,696451
1515237543939	62,257024	25,695068	156,193773	6,000000	0,000000	16,696451
1515237544939	62,257024	25,695068	156,187281	6,000000	0,001501	16,696451
1515237545936	62,257024	25,695068	156,181376	4,000000	0,006595	16,696451
1515237546945	62,257024	25,695072	156,176325	4,000000	0,096341	16,696451
1515237547943	62,257032	25,695080	156,123707	4,000000	0,303324	36,334263
1515237548940	62,257041	25,695095	156,073661	4,000000	0,640802	58,186874
1515237549941	62,257046	25,695107	156,012049	4,000000	0,938141	44,579597
1515237550940	62,257052	25,695118	155,942521	4,000000	1,072652	41,917545
1515237551936	62,257061	25,695126	155,862796	4,000000	1,137604	42,192356
1515237552941	62,257069	25,695137	155,780307	4,000000	1,114021	41,050991
1515237553923	62,257076	25,695143	155,682385	4,000000	1,089089	41,180496
1515237554927	62,257084	25,695155	155,571680	4,000000	1,071687	39,828300
1515237555930	62,257093	25,695167	155,466399	4,000000	1,067501	39,992405
1515237556925	62,257102	25,695181	155,362972	4,000000	1,064515	31,332714
1515237557935	62,257112	25,695191	155,270702	4,000000	1,063684	21,938124
1515237558925	62,257123	25,695199	155,185189	4,000000	1,062648	23,654690
1515237559939	62,257132	25,695206	155,113774	4,000000	1,062972	23,572115
1515237560926	62,257143	25,695216	155,045066	4,000000	1,066271	22,914665
1515237561939	62,257155	25,695225	154,978400	4,000000	1,069690	20,566391
1515237562938	62,257167	25,695229	154,905839	4,000000	1,073554	20,423836
1515237563941	62,257179	25,695237	154,837773	4,000000	1,079502	19,490812
1515237564940	62,257191	25,695244	154,778525	4,000000	1,089306	19,524834
1515237565940	62,257203	25,695251	154,721551	4,000000	1,099434	20,835274
1515237566940	62,257215	25,695260	154,681811	4,000000	1,095667	20,457005
1515237567940	62,257229	25,695270	154,661290	4,000000	1,081738	16,576242
1515237568940	62,257232	25,695266	154,639953	4,000000	1,066733	17,258106
1515237569920	62,257247	25,695263	154,608115	4,000000	1,055660	18,162800
1515237570925	62,257261	25,695263	154,564824	4,000000	1,047023	17,495707
1515237571921	62,257269	25,695263	154,508459	4,000000	1,045914	18,402960
