TStamp Australia/Hobart	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1503650096000	-37.829767	145.139948	98.000000	5.400000	5.143105	189.089996
1503650097000	-37.829818	145.139948	98.000000	5.400000	5.701063	185.809998
1503650098000	-37.829868	145.139945	98.500000	5.400000	5.402524	185.410004
1503650099000	-37.829918	145.139940	97.900000	5.400000	5.373185	185.240005
1503650100000	-37.829965	145.139938	97.900000	5.400000	5.014424	191.470001
1503650101000	-37.830010	145.139930	97.200000	5.400000	5.321713	190.550003
1503650102000	-37.830058	145.139928	96.700000	5.400000	5.771580	188.419998
1503650103000	-37.830108	145.139918	96.300000	5.400000	5.354141	189.789993
1503650104000	-37.830157	145.139908	96.200000	5.400000	5.122001	187.320007
1503650105000	-37.830197	145.139900	96.100000	5.400000	4.896038	190.660004
1503650106000	-37.830243	145.139888	95.800000	5.400000	4.762725	193.190002
1503650107000	-37.830290	145.139877	95.500000	5.400000	5.247593	192.580002
1503650108000	-37.830337	145.139865	95.200000	5.400000	4.870302	193.360001
1503650109000	-37.830378	145.139857	94.500000	5.400000	4.339108	194.660004
1503650110000	-37.830420	145.139847	93.900000	5.400000	4.471907	195.559998
1503650111000	-37.830458	145.139837	94.200000	5.400000	4.454921	191.119995
1503650112000	-37.830498	145.139830	94.000000	5.400000	4.251606	188.589996
1503650113000	-37.830532	145.139822	94.500000	5.400000	3.570113	184.339996
1503650114000	-37.830563	145.139818	94.500000	5.400000	3.383269	188.199997
1503650115000	-37.830587	145.139802	95.500000	5.400000	3.064141	188.220001
1503650116000	-37.830613	145.139792	95.500000	5.400000	3.150100	191.070007
1503650117000	-37.830640	145.139783	95.500000	5.400000	3.028111	193.020004
1503650118000	-37.830663	145.139777	95.400000	5.400000	2.196834	193.270004
1503650119000	-37.830678	145.139772	95.900000	5.400000	1.717628	192.059998
1503650120000	-37.830692	145.139767	96.000000	5.400000	0.000000	192.059998
1503650121000	-37.830695	145.139770	95.700000	5.300000	0.000000	192.059998
1503650122000	-37.830695	145.139775	95.500000	5.300000	0.000000	192.059998
1503650123000	-37.830695	145.139775	95.500000	5.300000	0.000000	192.059998
1503650124000	-37.830695	145.139775	95.500000	5.300000	0.000000	192.059998
1503650125000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650126000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650127000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650128000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650129000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650130000	-37.830695	145.139775	95.500000	5.200000	0.000000	192.059998
1503650131000	-37.830713	145.139770	95.700000	5.200000	1.667700	223.789993
1503650132000	-37.830727	145.139755	95.700000	5.300000	2.112420	222.070007
1503650133000	-37.830740	145.139740	95.700000	5.300000	2.094405	222.149994
1503650134000	-37.830753	145.139725	95.600000	5.300000	1.954400	228.910004
1503650135000	-37.830760	145.139712	95.700000	5.300000	1.448943	248.250000
1503650136000	-37.830762	145.139703	95.800000	5.300000	0.000000	271.529999
1503650137000	-37.830763	145.139702	95.800000	5.300000	0.000000	271.529999
1503650138000	-37.830765	145.139703	95.700000	5.300000	0.000000	271.529999
1503650139000	-37.830765	145.139703	95.700000	5.300000	0.000000	271.529999
1503650140000	-37.830765	145.139703	95.700000	5.300000	0.000000	271.529999
1503650141000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650142000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650143000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650144000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650145000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650146000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650147000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650148000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650149000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650150000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650151000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650152000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650153000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650154000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650155000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650156000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650157000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650158000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650159000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650160000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650161000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650162000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650163000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650164000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650165000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650166000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650167000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650168000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650169000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650170000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650171000	-37.830765	145.139703	95.700000	5.200000	0.000000	271.529999
1503650172000	-37.830773	145.139657	95.800000	5.300000	4.214546	271.989990
1503650173000	-37.830770	145.139600	95.600000	5.300000	5.277447	276.369995
1503650174000	-37.830765	145.139532	95.400000	5.300000	6.077840	274.459991
1503650175000	-37.830760	145.139457	95.000000	5.300000	6.485500	275.329987
1503650176000	-37.830757	145.139377	94.800000	5.300000	6.997649	274.579987
1503650177000	-37.830753	145.139292	94.500000	5.400000	7.092872	274.010010
1503650178000	-37.830753	145.139202	94.200000	5.400000	7.485091	268.970001
1503650179000	-37.830755	145.139110	94.100000	5.400000	7.875250	266.910004
1503650180000	-37.830757	145.139015	93.900000	5.400000	8.299896	271.239990
1503650181000	-37.830748	145.138913	93.300000	5.400000	8.526888	274.739990
1503650182000	-37.830740	145.138812	93.000000	5.400000	8.832119	277.390015
1503650183000	-37.830730	145.138710	92.700000	5.400000	8.848590	277.100006
1503650184000	-37.830718	145.138608	92.600000	5.400000	9.105436	276.399994
1503650185000	-37.830710	145.138505	92.400000	5.400000	9.134260	276.239990
1503650186000	-37.830703	145.138400	92.000000	5.400000	9.171321	276.010010
1503650187000	-37.830693	145.138293	91.700000	5.400000	9.251617	277.670013
1503650188000	-37.830683	145.138187	91.400000	5.400000	9.289192	278.429993
1503650189000	-37.830672	145.138083	91.200000	5.400000	9.257279	278.049988
1503650190000	-37.830658	145.137975	91.000000	5.400000	9.390078	279.739990
1503650191000	-37.830648	145.137867	90.600000	5.400000	9.378754	278.420013
1503650192000	-37.830640	145.137760	90.200000	5.400000	9.364856	277.760010
1503650193000	-37.830628	145.137652	90.000000	5.400000	9.325737	279.510010
1503650194000	-37.830615	145.137550	90.000000	5.400000	9.295883	280.070007
1503650195000	-37.830600	145.137450	89.900000	5.400000	9.159482	278.829987
1503650196000	-37.830587	145.137345	89.600000	5.400000	9.166173	278.350006
1503650197000	-37.830573	145.137243	89.400000	5.400000	8.914989	279.329987
1503650198000	-37.830563	145.137145	89.200000	5.400000	8.903151	278.429993
1503650199000	-37.830548	145.137050	89.400000	5.400000	8.648363	279.779999
1503650200000	-37.830538	145.136962	89.000000	5.400000	7.218464	276.410004
1503650201000	-37.830528	145.136890	88.800000	5.300000	5.757168	274.190002
1503650202000	-37.830523	145.136832	87.400000	5.300000	4.236164	272.690002
1503650203000	-37.830520	145.136793	86.500000	5.300000	2.910754	266.019989
1503650204000	-37.830513	145.136772	86.200000	5.300000	1.424751	266.019989
1503650205000	-37.830503	145.136753	86.800000	5.300000	2.576699	307.920013
1503650206000	-37.830493	145.136730	86.700000	5.300000	2.548390	275.200012
1503650207000	-37.830488	145.136698	86.700000	5.300000	3.273633	285.119995
1503650208000	-37.830483	145.136665	86.600000	5.300000	3.245838	281.170013
1503650209000	-37.830478	145.136630	87.100000	5.300000	3.354445	281.290009
1503650210000	-37.830477	145.136593	87.700000	5.300000	3.256648	279.470001
1503650211000	-37.830477	145.136557	88.200000	5.300000	3.087819	265.660004
1503650212000	-37.830480	145.136518	88.600000	5.300000	3.379151	264.809998
1503650213000	-37.830485	145.136485	89.000000	5.300000	2.969947	253.270004
1503650214000	-37.830490	145.136460	89.700000	5.300000	1.892119	253.110001
1503650215000	-37.830485	145.136452	90.700000	5.400000	0.000000	253.110001
1503650216000	-37.830480	145.136443	90.700000	5.400000	0.000000	253.110001
1503650217000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650218000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650219000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650220000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650221000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650222000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650223000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650224000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650225000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650226000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650227000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650228000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650229000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650230000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650231000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650232000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650233000	-37.830477	145.136432	90.600000	5.200000	0.000000	253.110001
1503650234000	-37.830477	145.136432	90.600000	5.300000	0.000000	253.110001
1503650235000	-37.830477	145.136432	90.600000	5.300000	0.000000	253.110001
1503650236000	-37.830477	145.136432	90.600000	5.300000	0.000000	253.110001
1503650237000	-37.830477	145.136432	90.600000	5.300000	0.000000	253.110001
1503650238000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650239000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650240000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650241000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650242000	-37.830477	145.136432	90.600000	5.400000	0.000000	253.110001
1503650243000	-37.830453	145.136335	89.900000	5.400000	3.407461	275.160004
1503650244000	-37.830452	145.136290	89.700000	5.400000	3.859387	277.880005
1503650245000	-37.830452	145.136243	89.600000	5.400000	3.763649	272.000000
1503650246000	-37.830453	145.136208	89.300000	5.400000	2.894283	259.890015
1503650247000	-37.830462	145.136173	88.900000	5.400000	2.789794	248.479996
1503650248000	-37.830472	145.136140	88.600000	5.400000	2.771265	245.059998
1503650249000	-37.830485	145.136098	88.500000	5.400000	3.159880	260.029999
1503650250000	-37.830483	145.136058	88.100000	5.400000	3.851152	293.640015
1503650251000	-37.830468	145.136015	87.800000	5.400000	4.498158	301.040009
1503650252000	-37.830447	145.135963	87.700000	5.400000	5.238328	296.320007
1503650253000	-37.830428	145.135903	87.100000	5.400000	6.093282	291.619995
1503650254000	-37.830413	145.135832	86.800000	5.400000	6.518957	284.679993
1503650255000	-37.830407	145.135757	86.700000	5.400000	6.514839	277.970001
1503650256000	-37.830402	145.135682	86.000000	5.400000	6.718669	276.119995
1503650257000	-37.830397	145.135610	85.700000	5.400000	6.392850	272.540009
1503650258000	-37.830392	145.135542	86.100000	5.400000	5.989822	275.600006
1503650259000	-37.830385	145.135477	86.600000	5.400000	5.488483	275.320007
1503650260000	-37.830375	145.135413	87.000000	5.400000	5.578559	279.450012
1503650261000	-37.830363	145.135352	87.400000	5.400000	5.154428	280.709991
1503650262000	-37.830345	145.135290	87.400000	5.400000	5.123545	284.709991
1503650263000	-37.830330	145.135225	87.300000	5.400000	5.461718	287.040009
1503650264000	-37.830317	145.135162	87.100000	5.400000	5.148252	283.130005
1503650265000	-37.830318	145.135098	87.000000	5.400000	4.895523	262.899994
1503650266000	-37.830335	145.135045	86.400000	5.400000	4.487863	230.369995
1503650267000	-37.830362	145.135008	86.400000	5.400000	4.860522	215.490005
1503650268000	-37.830397	145.134970	86.500000	5.400000	5.084426	216.979996
1503650269000	-37.830433	145.134925	86.200000	5.400000	6.384099	211.979996
1503650270000	-37.830493	145.134880	86.200000	5.400000	7.352292	208.100006
1503650271000	-37.830563	145.134843	86.200000	5.400000	7.453692	201.809998
1503650272000	-37.830632	145.134815	86.300000	5.400000	7.101623	199.949997
1503650273000	-37.830688	145.134793	86.500000	5.400000	6.102547	195.800003
1503650274000	-37.830752	145.134765	86.500000	5.400000	6.443808	201.759995
1503650275000	-37.830818	145.134735	86.000000	5.400000	6.461823	203.839996
1503650276000	-37.830883	145.134700	85.400000	5.400000	6.258508	204.919998
1503650277000	-37.830947	145.134663	84.900000	5.400000	6.407262	208.089996
1503650278000	-37.831008	145.134625	84.500000	5.400000	6.087105	210.210007
1503650279000	-37.831067	145.134595	84.400000	5.400000	5.893569	211.710007
1503650280000	-37.831118	145.134560	84.500000	5.400000	6.360423	209.410004
1503650281000	-37.831170	145.134525	84.300000	5.400000	6.161740	210.630005
1503650282000	-37.831215	145.134488	84.600000	5.400000	5.371641	215.330002
1503650283000	-37.831253	145.134452	84.800000	5.400000	4.932583	216.550003
1503650284000	-37.831288	145.134417	84.800000	5.400000	4.468304	220.649994
1503650285000	-37.831330	145.134382	84.800000	5.400000	5.210533	213.520004
1503650286000	-37.831368	145.134343	84.900000	5.400000	5.017512	220.300003
1503650287000	-37.831408	145.134305	85.200000	5.400000	4.875964	220.360001
1503650288000	-37.831468	145.134265	85.600000	5.400000	5.332007	217.089996
1503650289000	-37.831530	145.134232	86.200000	5.400000	5.216195	211.339996
1503650290000	-37.831575	145.134203	86.700000	5.400000	5.102956	211.009995
1503650291000	-37.831618	145.134173	87.100000	5.400000	5.406642	210.050003
1503650292000	-37.831670	145.134152	87.600000	5.400000	5.037072	206.139999
1503650293000	-37.831715	145.134128	88.100000	5.400000	4.628897	209.169998
1503650294000	-37.831770	145.134103	88.700000	5.400000	5.175532	201.279999
1503650295000	-37.831817	145.134085	88.900000	5.400000	4.582057	195.190002
1503650296000	-37.831865	145.134055	89.100000	5.400000	4.898097	206.289993
1503650297000	-37.831912	145.134018	89.200000	5.400000	5.477159	213.250000
1503650298000	-37.831958	145.133982	89.400000	5.400000	4.731842	214.910004
1503650299000	-37.831998	145.133942	89.700000	5.400000	3.439889	227.710007
1503650300000	-37.832035	145.133897	89.900000	5.400000	4.905303	226.100006
1503650301000	-37.832088	145.133835	91.000000	5.400000	5.154428	226.210007
1503650302000	-37.832128	145.133783	91.100000	5.400000	5.289286	223.869995
1503650303000	-37.832197	145.133732	90.900000	5.400000	6.060854	219.270004
1503650304000	-37.832255	145.133687	91.100000	5.400000	6.061369	212.639999
1503650305000	-37.832303	145.133645	90.500000	5.400000	5.752021	209.910004
1503650306000	-37.832367	145.133605	90.900000	5.400000	5.785478	211.149994
1503650307000	-37.832413	145.133568	91.300000	5.400000	5.556427	213.779999
1503650308000	-37.832462	145.133527	90.700000	5.400000	5.575986	214.710007
1503650309000	-37.832518	145.133483	90.400000	5.400000	6.356305	218.210007
1503650310000	-37.832562	145.133433	89.200000	5.400000	5.887908	224.699997
1503650311000	-37.832615	145.133378	88.900000	5.400000	6.594106	225.449997
1503650312000	-37.832662	145.133322	88.500000	5.400000	6.266228	229.460007
1503650313000	-37.832700	145.133268	88.100000	5.400000	5.585765	227.929993
1503650314000	-37.832728	145.133223	88.100000	5.400000	4.892435	230.600006
1503650315000	-37.832758	145.133182	88.000000	5.400000	4.795667	232.740005
1503650316000	-37.832787	145.133138	87.900000	5.400000	4.831183	230.929993
1503650317000	-37.832813	145.133090	88.200000	5.500000	5.257373	230.850006
1503650318000	-37.832848	145.133037	88.400000	5.500000	5.687681	232.419998
1503650319000	-37.832877	145.132988	88.300000	5.400000	5.056631	237.059998
1503650320000	-37.832893	145.132937	88.100000	5.400000	4.471392	254.669998
1503650321000	-37.832908	145.132882	87.500000	5.500000	4.149176	253.440002
1503650322000	-37.832920	145.132827	87.800000	5.400000	4.150720	263.279999
1503650323000	-37.832918	145.132775	88.100000	5.400000	4.329329	285.829987
1503650324000	-37.832923	145.132720	88.000000	5.400000	4.490952	286.730011
1503650325000	-37.832925	145.132667	87.800000	5.400000	4.475510	278.190002
1503650326000	-37.832932	145.132607	87.200000	5.400000	5.400465	278.649994
1503650327000	-37.832930	145.132542	86.700000	5.400000	5.635179	281.149994
1503650328000	-37.832932	145.132470	87.200000	5.400000	5.774669	279.170013
1503650329000	-37.832930	145.132393	87.900000	5.400000	6.057251	285.519989
1503650330000	-37.832930	145.132325	87.900000	5.400000	5.888422	280.130005
1503650331000	-37.832932	145.132255	87.700000	5.400000	5.675327	272.100006
1503650332000	-37.832930	145.132197	87.400000	5.400000	5.238328	277.239990
1503650333000	-37.832937	145.132132	87.800000	5.400000	5.263549	273.149994
1503650334000	-37.832945	145.132053	89.200000	5.400000	5.600692	280.429993
1503650335000	-37.832945	145.131970	90.100000	5.400000	6.265199	279.869995
1503650336000	-37.832938	145.131888	90.900000	5.400000	6.387188	282.390015
1503650337000	-37.832937	145.131808	91.500000	5.400000	6.130857	284.720001
1503650338000	-37.832923	145.131727	91.600000	5.400000	6.115415	282.269989
1503650339000	-37.832915	145.131650	91.700000	5.400000	6.029971	278.630005
1503650340000	-37.832907	145.131568	91.900000	5.400000	6.146298	274.359985
1503650341000	-37.832903	145.131492	92.300000	5.400000	6.132401	268.809998
1503650342000	-37.832908	145.131415	92.600000	5.400000	5.990852	263.690002
1503650343000	-37.832910	145.131342	92.900000	5.400000	5.138472	263.260010
1503650344000	-37.832928	145.131275	93.000000	5.400000	5.490027	246.649994
1503650345000	-37.832957	145.131220	93.100000	5.400000	5.115309	235.910004
1503650346000	-37.832998	145.131167	93.200000	5.400000	5.092147	223.619995
1503650347000	-37.833043	145.131123	93.200000	5.400000	5.244505	213.119995
1503650348000	-37.833095	145.131092	93.300000	5.400000	5.539441	205.610001
1503650349000	-37.833145	145.131065	93.500000	5.400000	5.108618	202.589996
1503650350000	-37.833188	145.131043	93.500000	5.400000	4.754489	203.729996
1503650351000	-37.833240	145.131013	93.600000	5.400000	5.718564	204.529999
1503650352000	-37.833288	145.130980	93.700000	5.400000	5.733491	210.600006
1503650353000	-37.833343	145.130945	93.900000	5.400000	5.340758	211.720001
1503650354000	-37.833388	145.130902	94.100000	5.400000	5.310904	224.320007
1503650355000	-37.833422	145.130858	94.200000	5.400000	4.851772	229.649994
1503650356000	-37.833460	145.130810	94.500000	5.400000	5.355685	232.139999
1503650357000	-37.833493	145.130757	94.700000	5.400000	5.357744	234.869995
1503650358000	-37.833522	145.130707	95.000000	5.500000	4.637133	239.220001
1503650359000	-37.833550	145.130652	95.200000	5.500000	4.958319	237.750000
1503650360000	-37.833592	145.130590	94.900000	5.400000	4.761180	232.580002
1503650361000	-37.833638	145.130540	95.000000	5.400000	4.876478	222.100006
1503650362000	-37.833690	145.130498	95.400000	5.400000	5.379362	216.479996
1503650363000	-37.833738	145.130448	95.000000	5.400000	5.149796	216.899994
1503650364000	-37.833785	145.130412	95.100000	5.400000	5.152884	207.089996
1503650365000	-37.833837	145.130385	95.300000	5.400000	5.467894	200.119995
1503650366000	-37.833892	145.130365	95.400000	5.400000	5.585251	194.600006
1503650367000	-37.833945	145.130355	95.600000	5.400000	5.722682	187.240005
1503650368000	-37.834003	145.130342	95.000000	5.400000	5.750991	187.710007
1503650369000	-37.834062	145.130325	94.300000	5.400000	5.781360	188.380005
1503650370000	-37.834115	145.130312	94.000000	5.400000	5.746359	189.589996
1503650371000	-37.834163	145.130302	93.900000	5.400000	5.099868	190.300003
1503650372000	-37.834208	145.130290	93.500000	5.400000	4.481687	193.309998
1503650373000	-37.834263	145.130277	93.000000	5.400000	5.450908	191.360001
1503650374000	-37.834310	145.130262	91.400000	5.400000	4.909420	179.899994
1503650375000	-37.834355	145.130263	90.800000	5.400000	4.726694	173.779999
1503650376000	-37.834407	145.130268	90.100000	5.400000	5.069499	173.850006
1503650377000	-37.834463	145.130268	89.400000	5.400000	5.829744	182.229996
1503650378000	-37.834527	145.130268	89.200000	5.400000	6.828820	183.839996
1503650379000	-37.834585	145.130258	88.800000	5.400000	6.404174	190.320007
1503650380000	-37.834643	145.130247	88.600000	5.400000	6.283214	187.589996
1503650381000	-37.834703	145.130232	88.500000	5.400000	6.367629	196.919998
1503650382000	-37.834765	145.130202	87.900000	5.400000	6.972942	203.460007
1503650383000	-37.834823	145.130173	86.800000	5.400000	6.234830	202.130005
1503650384000	-37.834880	145.130148	86.100000	5.400000	6.633740	201.880005
1503650385000	-37.834940	145.130127	85.700000	5.400000	6.277038	195.279999
1503650386000	-37.834998	145.130105	84.400000	5.400000	6.247184	191.320007
1503650387000	-37.835058	145.130098	84.200000	5.400000	6.408806	186.610001
1503650388000	-37.835120	145.130097	83.500000	5.400000	6.370717	184.119995
1503650389000	-37.835175	145.130098	82.600000	5.400000	5.944527	185.339996
1503650390000	-37.835230	145.130092	82.400000	5.400000	5.940409	189.039993
1503650391000	-37.835290	145.130085	82.200000	5.400000	6.320274	190.889999
1503650392000	-37.835352	145.130075	81.700000	5.400000	6.892645	191.710007
1503650393000	-37.835415	145.130070	81.200000	5.400000	6.930220	187.389999
1503650394000	-37.835472	145.130067	80.700000	5.400000	6.249757	184.470001
1503650395000	-37.835528	145.130063	80.400000	5.400000	6.234315	186.929993
1503650396000	-37.835587	145.130058	80.200000	5.400000	6.242036	190.449997
1503650397000	-37.835632	145.130043	79.500000	5.500000	5.518852	195.050003
1503650398000	-37.835692	145.130025	78.700000	5.400000	6.353731	196.220001
1503650399000	-37.835760	145.130010	78.400000	5.400000	6.347554	195.279999
1503650400000	-37.835832	145.130000	78.100000	5.400000	6.356305	190.509995
1503650401000	-37.835893	145.129993	78.100000	5.400000	6.163284	188.179993
1503650402000	-37.835950	145.129983	78.300000	5.400000	5.506498	191.839996
1503650403000	-37.836002	145.129957	78.100000	5.400000	5.680989	204.990005
1503650404000	-37.836042	145.129910	78.000000	5.400000	5.516793	229.449997
1503650405000	-37.836062	145.129855	77.800000	5.400000	5.740182	254.779999
1503650406000	-37.836077	145.129797	77.700000	5.400000	6.174093	260.089996
1503650407000	-37.836088	145.129730	77.900000	5.400000	6.337260	262.970001
1503650408000	-37.836093	145.129660	78.000000	5.400000	6.358878	270.350006
1503650409000	-37.836087	145.129588	78.000000	5.400000	6.355790	275.130005
1503650410000	-37.836090	145.129510	77.800000	5.400000	6.593077	264.970001
1503650411000	-37.836102	145.129432	77.400000	5.400000	6.609033	261.230011
1503650412000	-37.836115	145.129357	77.300000	5.400000	6.573003	257.230011
1503650413000	-37.836125	145.129287	77.700000	5.400000	5.918276	259.369995
1503650414000	-37.836138	145.129218	78.300000	5.400000	5.780331	258.160004
1503650415000	-37.836152	145.129150	79.000000	5.400000	5.758712	256.290009
1503650416000	-37.836168	145.129085	79.700000	5.400000	5.378333	256.679993
1503650417000	-37.836183	145.129028	80.500000	5.400000	4.682943	260.480011
1503650418000	-37.836198	145.128980	81.100000	5.400000	3.935566	264.890015
1503650419000	-37.836202	145.128930	81.500000	5.400000	3.899536	271.420013
1503650420000	-37.836198	145.128890	82.600000	5.400000	3.870711	275.190002
1503650421000	-37.836195	145.128850	83.600000	5.400000	3.535627	277.480011
1503650422000	-37.836193	145.128815	84.300000	5.400000	3.266427	278.029999
1503650423000	-37.836187	145.128762	84.300000	5.400000	4.076600	268.730011
1503650424000	-37.836200	145.128708	83.900000	5.400000	4.278886	235.190002
1503650425000	-37.836235	145.128667	83.600000	5.400000	4.816256	212.309998
1503650426000	-37.836277	145.128625	83.400000	5.400000	5.474586	212.800003
1503650427000	-37.836323	145.128587	83.200000	5.400000	5.316051	210.270004
1503650428000	-37.836362	145.128542	82.800000	5.400000	5.341272	224.470001
1503650429000	-37.836388	145.128485	82.900000	5.400000	5.429805	243.889999
1503650430000	-37.836405	145.128423	82.500000	5.400000	5.465835	253.009995
1503650431000	-37.836410	145.128358	82.300000	5.400000	5.323772	265.790009
1503650432000	-37.836408	145.128305	82.600000	5.400000	4.538821	277.700012
1503650433000	-37.836397	145.128245	82.800000	5.400000	5.360317	285.820007
1503650434000	-37.836383	145.128187	83.500000	5.400000	5.479218	288.470001
1503650435000	-37.836368	145.128135	84.100000	5.400000	4.597499	296.679993
1503650436000	-37.836357	145.128078	84.100000	5.400000	5.405613	294.079987
1503650437000	-37.836342	145.128007	84.000000	5.400000	5.760256	291.239990
1503650438000	-37.836322	145.127935	84.100000	5.400000	6.110268	292.399994
1503650439000	-37.836298	145.127860	84.100000	5.400000	6.544178	294.679993
1503650440000	-37.836275	145.127788	84.200000	5.400000	6.690360	294.660004
1503650441000	-37.836255	145.127715	84.200000	5.400000	6.456161	290.399994
1503650442000	-37.836240	145.127642	84.000000	5.400000	6.235345	287.119995
1503650443000	-37.836228	145.127563	83.800000	5.400000	6.514839	277.480011
1503650444000	-37.836230	145.127487	84.100000	5.400000	6.680580	266.739990
1503650445000	-37.836238	145.127403	84.200000	5.400000	6.940000	257.589996
1503650446000	-37.836260	145.127327	84.200000	5.400000	6.801025	248.630005
1503650447000	-37.836287	145.127252	83.800000	5.400000	6.542120	245.009995
1503650448000	-37.836313	145.127182	83.700000	5.400000	6.577635	244.350006
1503650449000	-37.836340	145.127110	83.600000	5.400000	6.896248	243.460007
1503650450000	-37.836375	145.127047	83.400000	5.400000	6.618813	236.529999
1503650451000	-37.836407	145.126982	83.300000	5.400000	6.593592	235.740005
1503650452000	-37.836442	145.126920	83.000000	5.400000	6.488074	235.529999
1503650453000	-37.836480	145.126858	82.900000	5.400000	6.590503	232.160004
1503650454000	-37.836520	145.126803	83.000000	5.400000	6.298141	227.990005
1503650455000	-37.836557	145.126755	83.200000	5.400000	5.757683	224.309998
1503650456000	-37.836595	145.126710	83.200000	5.400000	5.232666	222.289993
1503650457000	-37.836630	145.126670	83.000000	5.400000	4.743165	225.460007
1503650458000	-37.836655	145.126635	82.900000	5.400000	4.139396	230.020004
1503650459000	-37.836682	145.126602	83.000000	5.400000	3.896962	231.429993
1503650460000	-37.836707	145.126570	83.000000	5.400000	3.986524	221.410004
1503650461000	-37.836737	145.126540	83.200000	5.400000	3.948949	222.369995
1503650462000	-37.836763	145.126507	83.100000	5.400000	3.935566	227.660004
1503650463000	-37.836785	145.126472	83.200000	5.400000	4.178000	233.779999
1503650464000	-37.836803	145.126432	83.500000	5.400000	4.178000	240.210007
1503650465000	-37.836817	145.126392	83.700000	5.400000	3.855269	243.360001
1503650466000	-37.836825	145.126352	83.600000	5.400000	3.499082	246.279999
1503650467000	-37.836835	145.126313	83.600000	5.400000	3.523274	248.089996
1503650468000	-37.836848	145.126275	83.700000	5.400000	3.483640	245.080002
1503650469000	-37.836865	145.126237	83.800000	5.400000	3.627248	244.020004
1503650470000	-37.836883	145.126202	83.900000	5.400000	3.638057	238.779999
1503650471000	-37.836903	145.126165	83.800000	5.400000	3.752840	238.309998
