TStamp Australia/Hobart	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1503649720000	-37.820405	145.153440	113.000000	5.300000	6.239977	278.769989
1503649721000	-37.820397	145.153362	112.700000	5.300000	6.320789	278.380005
1503649722000	-37.820390	145.153280	112.100000	5.300000	6.426307	275.739990
1503649723000	-37.820383	145.153197	111.400000	5.300000	6.566311	276.779999
1503649724000	-37.820377	145.153112	110.800000	5.400000	6.710433	277.230011
1503649725000	-37.820362	145.153028	110.300000	5.400000	6.856100	283.880005
1503649726000	-37.820353	145.152952	109.900000	5.400000	6.955956	276.489990
1503649727000	-37.820348	145.152878	109.400000	5.500000	6.940000	276.160004
1503649728000	-37.820338	145.152808	108.700000	5.500000	6.853012	283.179993
1503649729000	-37.820313	145.152723	107.800000	5.600000	6.841173	290.420013
1503649730000	-37.820310	145.152642	107.300000	5.600000	6.879262	280.829987
1503649731000	-37.820310	145.152560	106.900000	5.600000	6.920440	278.079987
1503649732000	-37.820308	145.152497	106.800000	5.500000	6.821099	274.579987
1503649733000	-37.820305	145.152423	106.200000	5.500000	6.655873	274.480011
1503649734000	-37.820308	145.152358	105.900000	5.400000	6.423733	268.619995
1503649735000	-37.820308	145.152293	105.800000	5.400000	6.225565	272.290009
1503649736000	-37.820307	145.152237	105.800000	5.400000	5.946071	272.970001
1503649737000	-37.820307	145.152188	105.700000	5.400000	5.730402	269.279999
1503649738000	-37.820308	145.152148	105.900000	5.400000	5.488998	260.679993
1503649739000	-37.820313	145.152120	106.000000	5.400000	5.133840	239.259995
1503649740000	-37.820318	145.152100	105.900000	5.400000	4.585660	220.529999
1503649741000	-37.820330	145.152085	106.000000	5.400000	4.044687	222.699997
1503649742000	-37.820340	145.152070	106.200000	5.300000	3.648866	229.720001
1503649743000	-37.820355	145.152053	106.400000	5.300000	3.376578	213.720001
1503649744000	-37.820375	145.152032	106.400000	5.300000	3.142379	232.960007
1503649745000	-37.820387	145.151998	106.400000	5.300000	2.968918	251.429993
1503649746000	-37.820397	145.151953	106.600000	5.300000	2.948844	254.570007
1503649747000	-37.820407	145.151907	106.900000	5.300000	2.951932	251.110001
1503649748000	-37.820413	145.151858	107.000000	5.400000	3.076495	259.399994
1503649749000	-37.820415	145.151808	107.600000	5.400000	3.222676	266.760010
1503649750000	-37.820415	145.151760	108.200000	5.400000	3.474375	265.950012
1503649751000	-37.820418	145.151708	107.900000	5.400000	3.728648	265.279999
1503649752000	-37.820422	145.151662	108.500000	5.400000	3.941228	262.929993
1503649753000	-37.820423	145.151617	108.700000	5.400000	3.983950	266.160004
1503649754000	-37.820438	145.151580	108.400000	5.300000	4.092556	227.789993
1503649755000	-37.820475	145.151553	107.600000	5.300000	4.098218	194.440002
1503649756000	-37.820517	145.151545	106.700000	5.300000	4.093071	182.570007
1503649757000	-37.820563	145.151542	106.200000	5.300000	4.155867	180.279999
1503649758000	-37.820612	145.151538	105.700000	5.300000	4.184691	186.369995
1503649759000	-37.820660	145.151523	106.000000	5.300000	4.283518	195.360001
1503649760000	-37.820712	145.151512	105.900000	5.300000	4.412714	189.320007
1503649761000	-37.820763	145.151503	105.400000	5.300000	4.493010	185.429993
1503649762000	-37.820813	145.151490	106.300000	5.300000	4.636103	191.380005
1503649763000	-37.820863	145.151478	106.400000	5.300000	4.848683	185.940002
1503649764000	-37.820915	145.151463	106.700000	5.300000	5.039645	196.089996
1503649765000	-37.820965	145.151450	106.500000	5.300000	5.199724	191.809998
1503649766000	-37.821010	145.151440	106.000000	5.300000	5.265608	188.779999
1503649767000	-37.821058	145.151433	106.400000	5.300000	5.322228	191.330002
1503649768000	-37.821107	145.151423	106.500000	5.300000	5.408701	187.880005
1503649769000	-37.821153	145.151415	106.200000	5.300000	5.371126	189.770004
1503649770000	-37.821200	145.151407	106.900000	5.300000	5.373185	191.690002
1503649771000	-37.821248	145.151395	106.800000	5.300000	5.374730	188.589996
1503649772000	-37.821293	145.151392	106.400000	5.300000	5.265094	187.240005
1503649773000	-37.821340	145.151395	106.200000	5.300000	5.286197	184.649994
1503649774000	-37.821388	145.151392	106.100000	5.400000	5.273844	184.229996
1503649775000	-37.821435	145.151382	105.300000	5.400000	5.182223	189.839996
1503649776000	-37.821475	145.151367	105.700000	5.400000	5.180679	188.710007
1503649777000	-37.821522	145.151360	106.300000	5.300000	5.195091	185.889999
1503649778000	-37.821568	145.151358	106.300000	5.300000	5.165752	182.190002
1503649779000	-37.821615	145.151357	106.200000	5.400000	5.167296	182.229996
1503649780000	-37.821658	145.151352	105.900000	5.400000	5.070529	186.789993
1503649781000	-37.821700	145.151340	106.100000	5.400000	5.028321	194.009995
1503649782000	-37.821742	145.151333	106.100000	5.400000	5.081338	192.169998
1503649783000	-37.821787	145.151327	106.200000	5.300000	5.044278	189.729996
1503649784000	-37.821830	145.151320	106.000000	5.400000	4.972732	184.630005
1503649785000	-37.821875	145.151318	105.000000	5.400000	4.995894	184.669998
1503649786000	-37.821917	145.151312	104.600000	5.400000	4.961408	189.649994
1503649787000	-37.821957	145.151303	104.400000	5.400000	4.830668	189.990005
1503649788000	-37.821992	145.151297	105.600000	5.400000	4.770445	185.369995
1503649789000	-37.822032	145.151285	105.700000	5.400000	4.798241	196.919998
1503649790000	-37.822073	145.151275	105.700000	5.400000	4.798241	187.000000
1503649791000	-37.822113	145.151272	105.300000	5.400000	4.749342	181.139999
1503649792000	-37.822152	145.151272	104.500000	5.400000	4.645883	187.990005
1503649793000	-37.822192	145.151268	104.300000	5.400000	4.581542	187.720001
1503649794000	-37.822223	145.151257	106.200000	5.400000	4.528526	186.820007
1503649795000	-37.822260	145.151248	106.800000	5.400000	4.518232	191.169998
1503649796000	-37.822297	145.151232	108.400000	5.400000	4.513599	191.369995
1503649797000	-37.822335	145.151223	109.200000	5.400000	4.560954	194.270004
1503649798000	-37.822373	145.151213	108.700000	5.300000	4.504849	189.889999
1503649799000	-37.822410	145.151207	108.700000	5.300000	4.371021	186.750000
1503649800000	-37.822450	145.151205	108.100000	5.300000	4.323152	187.089996
1503649801000	-37.822485	145.151198	108.500000	5.300000	4.289180	187.270004
1503649802000	-37.822523	145.151178	110.300000	5.300000	4.345285	190.619995
1503649803000	-37.822562	145.151155	111.800000	5.300000	4.364844	191.160004
1503649804000	-37.822603	145.151140	112.200000	5.300000	4.409111	191.389999
1503649805000	-37.822643	145.151132	112.200000	5.300000	4.365359	191.570007
1503649806000	-37.822682	145.151117	112.600000	5.300000	4.350947	194.800003
1503649807000	-37.822715	145.151103	112.400000	5.300000	4.255208	196.380005
1503649808000	-37.822745	145.151097	112.900000	5.400000	4.142999	190.080002
1503649809000	-37.822767	145.151092	113.000000	5.400000	3.965420	193.000000
1503649810000	-37.822780	145.151073	114.000000	5.400000	3.792473	198.589996
1503649811000	-37.822793	145.151068	114.600000	5.400000	3.561363	196.059998
1503649812000	-37.822808	145.151065	114.500000	5.400000	3.271574	193.529999
1503649813000	-37.822822	145.151057	114.900000	5.400000	2.986933	198.990005
1503649814000	-37.822840	145.151052	115.500000	5.400000	2.761999	203.779999
1503649815000	-37.822862	145.151037	115.700000	5.400000	2.600891	210.679993
1503649816000	-37.822875	145.151012	116.500000	5.400000	2.488167	250.910004
1503649817000	-37.822878	145.150975	117.600000	5.300000	2.488682	271.880005
1503649818000	-37.822877	145.150935	118.600000	5.300000	2.575155	276.959991
1503649819000	-37.822878	145.150888	119.300000	5.300000	2.826854	270.450012
1503649820000	-37.822873	145.150842	119.600000	5.300000	3.027081	283.250000
1503649821000	-37.822863	145.150790	119.900000	5.400000	3.336429	281.260010
1503649822000	-37.822862	145.150737	120.000000	5.400000	3.693647	280.549988
1503649823000	-37.822858	145.150680	120.800000	5.400000	4.045202	282.070007
1503649824000	-37.822852	145.150622	121.000000	5.400000	4.333447	281.690002
1503649825000	-37.822842	145.150572	121.400000	5.400000	4.525952	291.850006
1503649826000	-37.822827	145.150527	121.400000	5.400000	4.636103	298.369995
1503649827000	-37.822810	145.150483	122.000000	5.400000	4.716400	297.250000
1503649828000	-37.822800	145.150433	122.400000	5.400000	4.811623	285.839996
1503649829000	-37.822798	145.150377	122.800000	5.400000	4.854860	284.420013
1503649830000	-37.822795	145.150322	123.100000	5.400000	4.927436	275.649994
1503649831000	-37.822800	145.150267	123.500000	5.400000	4.935157	276.549988
1503649832000	-37.822803	145.150212	123.700000	5.400000	4.916626	278.019989
1503649833000	-37.822798	145.150155	123.900000	5.400000	4.878537	279.820007
1503649834000	-37.822797	145.150105	124.100000	5.400000	4.784343	275.869995
1503649835000	-37.822798	145.150052	124.600000	5.400000	4.799270	278.470001
1503649836000	-37.822797	145.150000	124.700000	5.400000	4.824492	277.559998
1503649837000	-37.822792	145.149945	124.700000	5.400000	4.874419	279.790009
1503649838000	-37.822792	145.149880	125.600000	5.400000	4.973246	268.440002
1503649839000	-37.822807	145.149817	125.300000	5.400000	4.924862	234.639999
1503649840000	-37.822842	145.149777	125.000000	5.400000	4.997953	204.580002
1503649841000	-37.822883	145.149763	126.500000	5.400000	5.105015	188.470001
1503649842000	-37.822938	145.149738	126.000000	5.400000	5.181194	194.460007
1503649843000	-37.822990	145.149715	125.800000	5.400000	5.293918	193.600006
1503649844000	-37.823042	145.149693	125.200000	5.400000	5.405613	190.750000
1503649845000	-37.823093	145.149675	123.800000	5.400000	5.457085	192.199997
1503649846000	-37.823143	145.149658	123.900000	5.400000	5.616134	191.169998
1503649847000	-37.823197	145.149648	125.300000	5.400000	5.696946	184.759995
1503649848000	-37.823268	145.149628	122.900000	5.400000	5.690769	192.460007
1503649849000	-37.823332	145.149608	120.900000	5.400000	5.877099	189.630005
1503649850000	-37.823392	145.149595	120.200000	5.400000	5.887393	188.380005
1503649851000	-37.823443	145.149578	120.300000	5.400000	5.911070	194.929993
1503649852000	-37.823498	145.149563	119.900000	5.400000	5.927541	191.350006
1503649853000	-37.823553	145.149548	118.900000	5.400000	5.913644	192.089996
1503649854000	-37.823607	145.149518	118.600000	5.400000	6.001146	204.080002
1503649855000	-37.823657	145.149487	120.200000	5.400000	6.119018	202.710007
1503649856000	-37.823715	145.149448	120.100000	5.400000	6.213212	210.759995
1503649857000	-37.823775	145.149417	119.900000	5.400000	6.312038	205.070007
1503649858000	-37.823843	145.149398	119.500000	5.400000	6.516383	198.889999
1503649859000	-37.823922	145.149388	115.600000	5.400000	6.683668	191.309998
1503649860000	-37.824000	145.149383	113.700000	5.400000	6.934338	188.580002
1503649861000	-37.824078	145.149375	112.900000	5.400000	7.190155	188.610001
1503649862000	-37.824160	145.149362	112.300000	5.400000	7.480973	188.110001
1503649863000	-37.824243	145.149358	111.400000	5.400000	7.786718	186.419998
1503649864000	-37.824333	145.149358	110.100000	5.400000	8.084228	185.460007
1503649865000	-37.824417	145.149347	109.300000	5.400000	8.351883	189.720001
1503649866000	-37.824495	145.149330	108.700000	5.400000	8.501152	190.339996
1503649867000	-37.824573	145.149323	108.300000	5.400000	8.669981	181.720001
1503649868000	-37.824650	145.149312	107.900000	5.400000	8.733292	186.770004
1503649869000	-37.824732	145.149293	107.700000	5.400000	8.791455	189.610001
1503649870000	-37.824817	145.149272	107.100000	5.400000	8.871752	191.190002
1503649871000	-37.824903	145.149247	106.800000	5.400000	8.945357	190.600006
1503649872000	-37.824990	145.149225	106.300000	5.400000	9.019478	189.690002
1503649873000	-37.825082	145.149207	104.600000	5.400000	9.099774	188.199997
1503649874000	-37.825172	145.149195	104.500000	5.400000	9.150732	185.039993
1503649875000	-37.825263	145.149185	104.100000	5.400000	9.255220	183.589996
1503649876000	-37.825357	145.149175	103.100000	5.400000	10.434963	184.789993
1503649877000	-37.825452	145.149167	102.300000	5.400000	10.428787	184.160004
1503649878000	-37.825545	145.149157	101.600000	5.400000	10.575997	183.759995
1503649879000	-37.825645	145.149152	100.700000	5.400000	11.017630	182.289993
1503649880000	-37.825740	145.149138	99.700000	5.400000	10.418492	185.880005
1503649881000	-37.825833	145.149123	99.000000	5.400000	10.260987	186.820007
1503649882000	-37.825927	145.149115	98.000000	5.400000	10.511143	185.020004
1503649883000	-37.826015	145.149113	97.100000	5.400000	9.552215	184.750000
1503649884000	-37.826098	145.149098	96.300000	5.400000	9.281471	188.630005
1503649885000	-37.826178	145.149087	95.800000	5.400000	8.937636	187.820007
1503649886000	-37.826260	145.149072	94.900000	5.400000	9.177497	188.419998
1503649887000	-37.826342	145.149063	94.200000	5.400000	8.999403	187.589996
1503649888000	-37.826423	145.149057	93.700000	5.500000	8.481593	188.020004
1503649889000	-37.826497	145.149052	93.100000	5.400000	7.774879	186.490005
1503649890000	-37.826570	145.149047	92.600000	5.400000	7.595756	188.089996
1503649891000	-37.826637	145.149035	92.000000	5.400000	7.179860	188.860001
1503649892000	-37.826705	145.149030	91.600000	5.400000	7.262731	185.839996
1503649893000	-37.826772	145.149030	91.100000	5.400000	7.158757	183.399994
1503649894000	-37.826837	145.149025	90.800000	5.400000	7.259642	185.240005
1503649895000	-37.826903	145.149017	90.400000	5.400000	7.297732	187.070007
1503649896000	-37.826965	145.149032	89.300000	5.400000	6.631681	184.600006
1503649897000	-37.827023	145.149045	88.600000	5.400000	6.292479	186.899994
1503649898000	-37.827072	145.149035	89.200000	5.400000	5.845700	188.270004
1503649899000	-37.827122	145.149033	89.300000	5.400000	5.765404	188.050003
1503649900000	-37.827177	145.149027	88.800000	5.400000	6.301744	189.729996
1503649901000	-37.827230	145.149017	88.300000	5.400000	5.635694	188.699997
1503649902000	-37.827283	145.149008	88.000000	5.400000	5.792684	187.029999
1503649903000	-37.827342	145.149010	87.500000	5.400000	5.629002	185.979996
1503649904000	-37.827390	145.149000	86.900000	5.400000	5.375759	203.029999
1503649905000	-37.827422	145.148965	86.900000	5.400000	4.684487	237.529999
1503649906000	-37.827437	145.148913	87.400000	5.400000	5.182223	256.320007
1503649907000	-37.827445	145.148832	90.900000	5.400000	5.532235	268.279999
1503649908000	-37.827445	145.148758	92.600000	5.400000	6.057766	271.929993
1503649909000	-37.827453	145.148693	94.200000	5.400000	6.089679	277.390015
1503649910000	-37.827447	145.148632	95.300000	5.400000	6.077840	279.839996
1503649911000	-37.827438	145.148567	96.100000	5.400000	6.058795	281.100006
1503649912000	-37.827425	145.148502	96.700000	5.400000	6.073722	280.200012
1503649913000	-37.827415	145.148437	96.900000	5.400000	6.060339	280.070007
1503649914000	-37.827407	145.148370	97.100000	5.400000	6.058795	278.510010
1503649915000	-37.827398	145.148302	97.200000	5.400000	6.196741	277.959991
1503649916000	-37.827392	145.148228	97.500000	5.300000	6.308435	277.179993
1503649917000	-37.827383	145.148158	97.600000	5.300000	6.410865	278.079987
1503649918000	-37.827375	145.148087	97.700000	5.300000	6.538517	279.609985
1503649919000	-37.827365	145.148017	97.500000	5.300000	6.871542	282.609985
1503649920000	-37.827363	145.147942	97.400000	5.300000	6.905513	264.089996
1503649921000	-37.827392	145.147880	97.300000	5.300000	6.008867	228.649994
1503649922000	-37.827447	145.147837	97.200000	5.300000	7.583917	206.580002
1503649923000	-37.827510	145.147805	96.900000	5.400000	7.445971	195.839996
1503649924000	-37.827573	145.147782	96.900000	5.400000	7.176772	197.029999
1503649925000	-37.827642	145.147763	97.000000	5.400000	7.661640	196.820007
1503649926000	-37.827710	145.147743	96.900000	5.400000	7.627154	188.029999
1503649927000	-37.827783	145.147728	96.500000	5.400000	7.740393	192.229996
1503649928000	-37.827853	145.147713	96.400000	5.400000	7.224641	189.729996
1503649929000	-37.827917	145.147702	96.400000	5.400000	7.036767	187.660004
1503649930000	-37.827978	145.147688	96.000000	5.400000	6.203947	191.509995
1503649931000	-37.828038	145.147675	95.900000	5.400000	6.658447	194.600006
1503649932000	-37.828095	145.147662	95.500000	5.400000	5.913644	190.279999
1503649933000	-37.828145	145.147648	95.200000	5.400000	5.022659	191.419998
1503649934000	-37.828192	145.147635	95.000000	5.400000	5.319139	192.720001
1503649935000	-37.828237	145.147625	94.800000	5.400000	4.669560	187.990005
1503649936000	-37.828278	145.147618	94.900000	5.400000	4.430729	189.100006
1503649937000	-37.828312	145.147612	94.800000	5.400000	3.410549	188.300003
1503649938000	-37.828333	145.147602	94.600000	5.400000	2.071757	185.100006
1503649939000	-37.828352	145.147597	94.000000	5.400000	1.838588	193.699997
1503649940000	-37.828368	145.147587	93.600000	5.400000	2.087713	207.820007
1503649941000	-37.828382	145.147568	93.500000	5.400000	2.886562	237.550003
1503649942000	-37.828395	145.147532	94.300000	5.400000	3.709603	253.910004
1503649943000	-37.828403	145.147492	94.600000	5.400000	3.989612	256.440002
1503649944000	-37.828397	145.147450	95.300000	5.400000	4.287636	280.660004
1503649945000	-37.828392	145.147403	96.200000	5.400000	4.435876	279.279999
1503649946000	-37.828387	145.147352	96.200000	5.400000	4.886773	277.130005
1503649947000	-37.828380	145.147295	96.500000	5.400000	5.449364	281.100006
1503649948000	-37.828372	145.147230	96.800000	5.400000	5.983646	282.299988
1503649949000	-37.828363	145.147163	96.900000	5.400000	6.256449	280.480011
1503649950000	-37.828355	145.147092	96.900000	5.400000	6.481382	275.730011
1503649951000	-37.828348	145.147017	96.900000	5.400000	6.770142	278.209991
1503649952000	-37.828337	145.146943	96.900000	5.400000	6.592048	281.579987
1503649953000	-37.828327	145.146872	97.000000	5.400000	6.117474	281.890015
1503649954000	-37.828320	145.146803	97.200000	5.400000	5.833347	281.160004
1503649955000	-37.828313	145.146740	97.400000	5.400000	5.339214	277.179993
1503649956000	-37.828302	145.146668	97.300000	5.400000	6.277038	288.980011
1503649957000	-37.828292	145.146597	97.400000	5.400000	6.138062	275.730011
1503649958000	-37.828288	145.146515	97.400000	5.400000	6.699110	275.179993
1503649959000	-37.828283	145.146435	97.500000	5.400000	6.793818	276.529999
1503649960000	-37.828280	145.146357	97.500000	5.400000	6.602857	271.989990
1503649961000	-37.828277	145.146280	97.500000	5.400000	6.566826	276.149994
1503649962000	-37.828270	145.146208	97.600000	5.400000	6.122106	277.500000
1503649963000	-37.828260	145.146140	97.600000	5.400000	6.126224	280.410004
1503649964000	-37.828248	145.146067	97.600000	5.400000	6.312038	281.480011
1503649965000	-37.828233	145.146000	97.900000	5.400000	5.805037	284.970001
1503649966000	-37.828223	145.145933	98.000000	5.400000	5.613561	281.640015
1503649967000	-37.828215	145.145868	98.200000	5.400000	5.773639	281.529999
1503649968000	-37.828203	145.145802	98.600000	5.400000	5.857539	281.760010
1503649969000	-37.828198	145.145737	99.100000	5.400000	5.678930	275.899994
1503649970000	-37.828198	145.145673	99.300000	5.400000	5.378333	262.850006
1503649971000	-37.828218	145.145615	99.200000	5.400000	4.799270	232.639999
1503649972000	-37.828250	145.145582	99.300000	5.400000	4.623235	204.800003
1503649973000	-37.828285	145.145567	99.500000	5.400000	4.414258	189.110001
1503649974000	-37.828320	145.145557	99.300000	5.400000	3.909830	185.130005
1503649975000	-37.828350	145.145550	99.100000	5.400000	3.480552	188.789993
1503649976000	-37.828383	145.145540	98.800000	5.400000	3.516068	191.919998
1503649977000	-37.828418	145.145528	98.300000	5.400000	3.993730	198.160004
1503649978000	-37.828455	145.145515	97.900000	5.400000	3.841372	198.360001
1503649979000	-37.828488	145.145497	97.400000	5.400000	4.113145	205.770004
1503649980000	-37.828517	145.145473	97.600000	5.400000	3.603055	217.199997
1503649981000	-37.828540	145.145437	97.800000	5.400000	3.734310	226.279999
1503649982000	-37.828555	145.145405	97.900000	5.400000	3.582981	240.339996
1503649983000	-37.828553	145.145365	98.800000	5.400000	3.592246	267.170013
1503649984000	-37.828550	145.145322	99.700000	5.400000	4.192927	277.040009
1503649985000	-37.828545	145.145277	100.000000	5.400000	4.321608	278.540009
1503649986000	-37.828540	145.145233	100.300000	5.400000	3.898506	282.970001
1503649987000	-37.828533	145.145187	100.400000	5.400000	4.279400	279.820007
1503649988000	-37.828528	145.145132	100.600000	5.400000	4.921774	282.149994
1503649989000	-37.828518	145.145075	100.900000	5.400000	5.310389	285.019989
1503649990000	-37.828507	145.145013	100.900000	5.400000	5.599663	283.980011
1503649991000	-37.828502	145.144950	101.000000	5.400000	5.575471	278.369995
1503649992000	-37.828495	145.144882	100.700000	5.400000	5.759742	275.679993
1503649993000	-37.828492	145.144813	100.700000	5.400000	6.153504	274.200012
1503649994000	-37.828487	145.144743	100.600000	5.400000	6.156592	275.839996
1503649995000	-37.828480	145.144665	100.500000	5.400000	6.355275	274.829987
1503649996000	-37.828472	145.144588	100.700000	5.400000	6.637343	278.670013
1503649997000	-37.828453	145.144512	101.000000	5.400000	6.847350	282.510010
1503649998000	-37.828443	145.144442	101.500000	5.500000	6.346525	278.470001
1503649999000	-37.828432	145.144380	101.800000	5.400000	5.377303	282.959991
1503650000000	-37.828423	145.144328	102.400000	5.400000	4.893464	279.869995
1503650001000	-37.828415	145.144273	102.800000	5.400000	5.029866	284.700012
1503650002000	-37.828402	145.144222	103.300000	5.400000	4.513084	282.940002
1503650003000	-37.828397	145.144170	103.800000	5.400000	4.630441	279.739990
1503650004000	-37.828397	145.144117	104.200000	5.400000	4.603675	272.929993
1503650005000	-37.828397	145.144062	104.600000	5.400000	4.522864	277.140015
1503650006000	-37.828390	145.144002	104.700000	5.400000	4.687575	278.410004
1503650007000	-37.828385	145.143938	104.900000	5.400000	5.167811	284.190002
1503650008000	-37.828377	145.143867	105.100000	5.400000	5.605325	281.600006
1503650009000	-37.828370	145.143793	105.200000	5.400000	5.736579	276.579987
1503650010000	-37.828367	145.143730	105.500000	5.400000	5.597089	275.980011
1503650011000	-37.828363	145.143665	105.900000	5.400000	5.504954	279.519989
1503650012000	-37.828358	145.143597	106.100000	5.400000	5.525028	277.239990
1503650013000	-37.828355	145.143540	106.500000	5.400000	4.828094	276.100006
1503650014000	-37.828350	145.143483	106.600000	5.400000	4.806991	278.390015
1503650015000	-37.828347	145.143423	106.500000	5.400000	4.961922	280.750000
1503650016000	-37.828342	145.143368	106.700000	5.400000	4.665442	278.410004
1503650017000	-37.828337	145.143315	107.100000	5.400000	4.449259	278.910004
1503650018000	-37.828330	145.143253	107.200000	5.400000	4.640221	279.190002
1503650019000	-37.828322	145.143195	107.300000	5.400000	5.254799	279.609985
1503650020000	-37.828315	145.143127	107.100000	5.400000	5.828200	279.809998
1503650021000	-37.828307	145.143052	106.400000	5.400000	5.851877	277.470001
1503650022000	-37.828298	145.142978	106.000000	5.400000	6.222477	275.190002
1503650023000	-37.828293	145.142900	105.500000	5.400000	6.501456	274.929993
1503650024000	-37.828287	145.142823	105.300000	5.400000	6.611607	275.269989
1503650025000	-37.828282	145.142743	105.100000	5.400000	6.771171	276.089996
1503650026000	-37.828275	145.142668	105.200000	5.400000	6.439175	278.230011
1503650027000	-37.828273	145.142582	104.800000	5.400000	6.947206	269.859985
1503650028000	-37.828282	145.142510	105.200000	5.400000	6.751611	257.570007
1503650029000	-37.828305	145.142427	104.900000	5.400000	6.924558	250.009995
1503650030000	-37.828330	145.142347	104.900000	5.400000	7.098020	251.960007
1503650031000	-37.828347	145.142267	104.800000	5.400000	7.086696	260.000000
1503650032000	-37.828352	145.142187	104.900000	5.400000	6.749038	267.230011
1503650033000	-37.828348	145.142107	104.900000	5.400000	6.629622	275.910004
1503650034000	-37.828338	145.142030	105.100000	5.400000	6.416527	280.920013
1503650035000	-37.828325	145.141953	105.300000	5.400000	6.268287	280.100006
1503650036000	-37.828312	145.141877	105.100000	5.400000	6.175637	280.519989
1503650037000	-37.828300	145.141807	104.800000	5.400000	6.135489	283.549988
1503650038000	-37.828290	145.141738	104.600000	5.400000	5.964601	283.049988
1503650039000	-37.828275	145.141660	104.100000	5.400000	5.730917	281.079987
1503650040000	-37.828262	145.141597	104.100000	5.400000	5.141046	281.940002
1503650041000	-37.828250	145.141537	104.000000	5.400000	5.148252	283.459991
1503650042000	-37.828237	145.141478	103.900000	5.400000	4.736474	284.250000
1503650043000	-37.828227	145.141427	103.900000	5.400000	4.467789	285.079987
1503650044000	-37.828218	145.141370	103.700000	5.400000	4.647942	280.630005
1503650045000	-37.828208	145.141323	103.600000	5.400000	4.104910	282.339996
1503650046000	-37.828203	145.141255	103.100000	5.400000	4.507422	276.510010
1503650047000	-37.828198	145.141193	103.000000	5.400000	4.531100	281.619995
1503650048000	-37.828188	145.141137	103.200000	5.400000	4.908906	281.269989
1503650049000	-37.828182	145.141077	103.700000	5.400000	5.019056	273.510010
1503650050000	-37.828178	145.141020	104.100000	5.400000	4.693237	274.339996
1503650051000	-37.828177	145.140963	104.300000	5.400000	4.676766	272.029999
1503650052000	-37.828172	145.140898	104.000000	5.400000	4.899126	276.829987
1503650053000	-37.828167	145.140842	104.100000	5.400000	4.731842	279.869995
1503650054000	-37.828163	145.140785	104.100000	5.400000	4.622206	278.720001
1503650055000	-37.828155	145.140730	104.100000	5.400000	4.101306	283.890015
1503650056000	-37.828147	145.140690	104.400000	5.400000	3.274663	284.019989
1503650057000	-37.828140	145.140648	104.500000	5.400000	3.163997	285.320007
1503650058000	-37.828133	145.140603	104.700000	5.400000	3.412094	282.670013
1503650059000	-37.828132	145.140555	104.500000	5.400000	3.555701	274.700012
1503650060000	-37.828132	145.140510	104.600000	5.400000	3.425991	265.579987
1503650061000	-37.828135	145.140450	104.000000	5.400000	3.544892	248.070007
1503650062000	-37.828148	145.140405	103.400000	5.300000	3.886153	221.910004
1503650063000	-37.828173	145.140370	102.700000	5.300000	4.394184	197.320007
1503650064000	-37.828210	145.140350	102.500000	5.300000	4.987659	189.660004
1503650065000	-37.828253	145.140335	102.400000	5.300000	4.849198	190.009995
1503650066000	-37.828297	145.140317	102.300000	5.400000	5.241931	193.539993
1503650067000	-37.828342	145.140300	102.500000	5.400000	4.987144	192.960007
1503650068000	-37.828388	145.140282	102.200000	5.400000	5.320683	191.729996
1503650069000	-37.828442	145.140267	102.100000	5.400000	5.447305	188.050003
1503650070000	-37.828490	145.140252	102.100000	5.400000	5.327375	192.979996
1503650071000	-37.828538	145.140232	102.000000	5.400000	5.053028	195.490005
1503650072000	-37.828590	145.140217	101.900000	5.400000	5.138472	193.289993
1503650073000	-37.828648	145.140200	102.000000	5.400000	5.371641	190.449997
1503650074000	-37.828700	145.140185	102.300000	5.400000	5.599148	189.509995
1503650075000	-37.828752	145.140175	102.300000	5.400000	5.290830	186.830002
1503650076000	-37.828802	145.140167	102.200000	5.400000	4.708164	182.339996
1503650077000	-37.828853	145.140162	101.500000	5.400000	5.214651	192.250000
1503650078000	-37.828902	145.140147	101.400000	5.400000	5.551794	191.500000
1503650079000	-37.828950	145.140132	101.300000	5.400000	5.317080	191.570007
1503650080000	-37.828998	145.140120	101.200000	5.400000	5.344361	189.660004
1503650081000	-37.829045	145.140108	100.900000	5.400000	4.883170	193.300003
1503650082000	-37.829095	145.140092	100.500000	5.400000	5.392745	197.339996
1503650083000	-37.829147	145.140078	100.100000	5.400000	5.869892	189.720001
1503650084000	-37.829197	145.140063	99.800000	5.400000	5.362891	191.250000
1503650085000	-37.829245	145.140045	99.800000	5.400000	5.718564	193.050003
1503650086000	-37.829293	145.140035	99.700000	5.400000	5.050455	188.270004
1503650087000	-37.829340	145.140023	99.200000	5.400000	5.388112	191.080002
1503650088000	-37.829385	145.140018	99.600000	5.400000	5.221342	184.979996
1503650089000	-37.829428	145.140013	100.000000	5.400000	4.753460	183.360001
1503650090000	-37.829475	145.140003	99.900000	5.400000	5.106559	187.929993
1503650091000	-37.829522	145.139995	99.500000	5.400000	4.817285	192.800003
1503650092000	-37.829568	145.139983	99.100000	5.400000	5.183767	189.050003
1503650093000	-37.829618	145.139973	98.400000	5.400000	5.695401	186.979996
1503650094000	-37.829668	145.139962	98.300000	5.400000	5.672754	195.119995
1503650095000	-37.829718	145.139952	98.000000	5.400000	5.335096	184.110001
